instance_id,exit_status,steps,trace_tokens,billed_tokens,cost_usd,correct
conan-21,Submitted,4,10236,10236,0.0,
conan-24,Submitted,10,20262,20262,0.0,
conan-22,Submitted,14,53809,53809,0.0,
conan-23,Submitted,20,56095,56095,0.0,
conan-25,Submitted,24,82923,82923,0.0,
conan-29,Submitted,5,7499,7499,0.0,
conan-26,LimitsExceeded,30,86746,86746,0.0,
conan-27,LimitsExceeded,30,100322,100322,0.0,
conan-32,Submitted,4,5073,5073,0.0,
conan-28,Submitted,14,74000,74000,0.0,
conan-34,Submitted,4,5062,5062,0.0,
conan-30,LimitsExceeded,30,84851,84851,0.0,
conan-31,Submitted,20,92702,92702,0.0,
conan-33,Submitted,25,102909,102909,0.0,
conan-35,LimitsExceeded,30,139197,139197,0.0,
conan-39,Submitted,6,16423,16423,0.0,
conan-36,Submitted,15,58589,58589,0.0,
conan-38,LimitsExceeded,30,82823,82823,0.0,
conan-37,LimitsExceeded,30,83166,83166,0.0,
conan-40,LimitsExceeded,30,95744,95744,0.0,
conan-41,Submitted,28,92050,92050,0.0,
conan-45,Submitted,3,3000,3000,0.0,
conan-42,Submitted,26,189446,189446,0.0,
conan-43,Submitted,26,245300,245300,0.0,
conan-46,Submitted,24,104710,104710,0.0,
conan-44,LimitsExceeded,30,183090,183090,0.0,
conan-47,Submitted,30,112277,112277,0.0,
django-0,Submitted,30,91145,91145,0.0,
django-1,Submitted,27,127559,127559,0.0,
django-2,Submitted,9,20440,20440,0.0,
django-3,Submitted,30,135020,135020,0.0,
django-5,LimitsExceeded,30,83123,83123,0.0,
django-4,LimitsExceeded,30,77500,77500,0.0,
django-7,Submitted,30,87712,87712,0.0,
django-6,Submitted,30,126776,126776,0.0,
django-8,Submitted,28,69740,69740,0.0,
django-10,Submitted,4,4410,4410,0.0,
django-11,Submitted,1,2551,2551,0.0,
django-9,Submitted,22,76427,76427,0.0,
django-12,Submitted,30,78660,78660,0.0,
django-16,Submitted,1,1218,1218,0.0,
django-14,LimitsExceeded,30,97153,97153,0.0,
django-13,LimitsExceeded,30,180396,180396,0.0,
django-15,Submitted,21,78101,78101,0.0,
django-17,LimitsExceeded,30,83526,83526,0.0,
django-18,Submitted,30,84610,84610,0.0,
django-20,Submitted,10,23801,23801,0.0,
django-19,Submitted,30,88068,88068,0.0,
django-21,Submitted,30,61233,61233,0.0,
django-25,Submitted,3,2496,2496,0.0,
django-24,Submitted,11,13837,13837,0.0,
django-22,Submitted,30,73798,73798,0.0,
django-28,Submitted,5,3968,3968,0.0,
django-23,LimitsExceeded,30,88545,88545,0.0,
django-30,Submitted,1,735,735,0.0,
django-29,Submitted,19,37838,37838,0.0,
django-31,Submitted,1,650,650,0.0,
django-32,Submitted,1,631,631,0.0,
django-26,Submitted,30,66052,66052,0.0,
django-27,Submitted,30,136239,136239,0.0,
django-33,Submitted,15,25553,25553,0.0,
django-34,Submitted,22,49149,49149,0.0,
django-37,Submitted,21,41038,41038,0.0,
django-35,LimitsExceeded,30,68352,68352,0.0,
django-36,LimitsExceeded,30,115562,115562,0.0,
django-38,Submitted,14,28080,28080,0.0,
django-39,LimitsExceeded,30,123146,123146,0.0,
django-41,Submitted,4,6915,6915,0.0,
django-40,Submitted,24,49989,49989,0.0,
django-42,LimitsExceeded,30,87497,87497,0.0,
django-43,Submitted,13,44438,44438,0.0,
django-45,LimitsExceeded,30,80500,80500,0.0,
django-44,Submitted,26,140677,140677,0.0,
django-46,Submitted,22,56194,56194,0.0,
flask-0,Submitted,3,4949,4949,0.0,
flask-1,Submitted,3,4312,4312,0.0,
flask-3,Submitted,3,3929,3929,0.0,
flask-5,Submitted,6,9402,9402,0.0,
flask-2,Submitted,5,8009,8009,0.0,
django-47,LimitsExceeded,30,107699,107699,0.0,
flask-4,Submitted,6,10102,10102,0.0,
flask-6,Submitted,4,6378,6378,0.0,
flask-7,Submitted,4,4351,4351,0.0,
flask-8,Submitted,4,7969,7969,0.0,
flask-9,Submitted,4,7492,7492,0.0,
flask-11,Submitted,8,26398,26398,0.0,
flask-13,Submitted,10,17211,17211,0.0,
flask-12,Submitted,5,8235,8235,0.0,
flask-14,Submitted,7,8234,8234,0.0,
flask-15,Submitted,5,7402,7402,0.0,
flask-16,Submitted,6,7613,7613,0.0,
flask-10,Submitted,5,21693,21693,0.0,
flask-18,Submitted,3,2978,2978,0.0,
flask-17,Submitted,4,4393,4393,0.0,
flask-19,Submitted,4,4434,4434,0.0,
flask-20,Submitted,4,7754,7754,0.0,
flask-22,Submitted,2,2720,2720,0.0,
flask-21,Submitted,8,20375,20375,0.0,
flask-23,Submitted,4,5698,5698,0.0,
flask-26,Submitted,5,9986,9986,0.0,
flask-24,Submitted,2,3105,3105,0.0,
flask-27,Submitted,10,24537,24537,0.0,
flask-25,Submitted,7,17716,17716,0.0,
flask-28,Submitted,6,7465,7465,0.0,
flask-29,Submitted,6,7761,7761,0.0,
flask-31,Submitted,3,3572,3572,0.0,
flask-30,Submitted,3,4860,4860,0.0,
flask-33,Submitted,3,2902,2902,0.0,
flask-34,Submitted,1,650,650,0.0,
flask-35,Submitted,1,773,773,0.0,
flask-37,Submitted,1,1017,1017,0.0,
flask-32,Submitted,3,3078,3078,0.0,
flask-38,Submitted,5,9506,9506,0.0,
flask-39,Submitted,1,2232,2232,0.0,
flask-41,Submitted,2,2186,2186,0.0,
flask-36,Submitted,15,66835,66835,0.0,
flask-40,Submitted,20,87647,87647,0.0,
flask-43,Submitted,1,2094,2094,0.0,
flask-42,Submitted,2,3487,3487,0.0,
flask-44,Submitted,4,6232,6232,0.0,
flask-46,Submitted,4,18436,18436,0.0,
flask-45,Submitted,6,11068,11068,0.0,
flask-47,Submitted,5,9391,9391,0.0,
matplotlib-1,Submitted,7,15932,15932,0.0,
matplotlib-2,Submitted,1,2075,2075,0.0,
matplotlib-3,Submitted,2,3464,3464,0.0,
matplotlib-4,Submitted,7,7868,7868,0.0,
matplotlib-0,Submitted,19,53036,53036,0.0,
matplotlib-8,Submitted,1,1595,1595,0.0,
matplotlib-6,Submitted,1,2291,2291,0.0,
matplotlib-7,Submitted,9,11770,11770,0.0,
matplotlib-10,Submitted,3,4069,4069,0.0,
matplotlib-9,Submitted,4,9972,9972,0.0,
matplotlib-5,Submitted,13,20606,20606,0.0,
matplotlib-11,Submitted,10,16183,16183,0.0,
matplotlib-12,Submitted,3,3852,3852,0.0,
matplotlib-14,Submitted,9,15851,15851,0.0,
matplotlib-17,Submitted,6,7013,7013,0.0,
matplotlib-15,Submitted,2,4517,4517,0.0,
matplotlib-18,Submitted,1,1504,1504,0.0,
matplotlib-13,Submitted,30,112951,112951,0.0,
matplotlib-20,Submitted,12,24171,24171,0.0,
matplotlib-21,Submitted,7,14139,14139,0.0,
matplotlib-22,Submitted,7,11646,11646,0.0,
matplotlib-19,Submitted,26,103643,103643,0.0,
matplotlib-16,Submitted,25,96234,96234,0.0,
matplotlib-24,Submitted,1,2065,2065,0.0,
matplotlib-23,Submitted,8,18184,18184,0.0,
matplotlib-25,Submitted,10,28271,28271,0.0,
matplotlib-28,Submitted,2,1642,1642,0.0,
matplotlib-29,Submitted,1,627,627,0.0,
matplotlib-31,Submitted,1,717,717,0.0,
matplotlib-30,Submitted,3,3013,3013,0.0,
matplotlib-26,Submitted,9,16002,16002,0.0,
matplotlib-32,Submitted,3,2569,2569,0.0,
matplotlib-27,Submitted,5,8080,8080,0.0,
matplotlib-34,Submitted,3,2494,2494,0.0,
matplotlib-33,Submitted,8,8404,8404,0.0,
matplotlib-35,Submitted,8,9252,9252,0.0,
matplotlib-38,Submitted,1,1322,1322,0.0,
matplotlib-36,Submitted,9,23872,23872,0.0,
matplotlib-37,Submitted,8,26675,26675,0.0,
matplotlib-39,Submitted,9,26954,26954,0.0,
matplotlib-42,Submitted,1,1616,1616,0.0,
matplotlib-41,Submitted,3,5179,5179,0.0,
matplotlib-44,Submitted,8,13402,13402,0.0,
matplotlib-43,Submitted,8,12802,12802,0.0,
matplotlib-45,Submitted,7,15828,15828,0.0,
matplotlib-47,Submitted,1,2233,2233,0.0,
pylint-0,Submitted,1,2176,2176,0.0,
matplotlib-46,Submitted,4,7161,7161,0.0,
pylint-2,Submitted,4,4904,4904,0.0,
pylint-3,Submitted,6,21509,21509,0.0,
pylint-4,Submitted,8,18001,18001,0.0,
pylint-1,Submitted,9,15255,15255,0.0,
matplotlib-40,LimitsExceeded,30,164831,164831,0.0,
pylint-5,Submitted,3,4795,4795,0.0,
pylint-6,Submitted,4,4705,4705,0.0,
pylint-10,Submitted,2,2527,2527,0.0,
pylint-9,Submitted,3,5019,5019,0.0,
pylint-8,Submitted,8,33840,33840,0.0,
pylint-12,Submitted,4,5850,5850,0.0,
pylint-14,Submitted,3,3167,3167,0.0,
pylint-7,Submitted,28,74121,74121,0.0,
pylint-13,Submitted,9,20203,20203,0.0,
pylint-16,Submitted,7,13456,13456,0.0,
pylint-17,Submitted,4,4290,4290,0.0,
pylint-15,Submitted,9,16370,16370,0.0,
pylint-19,Submitted,5,16090,16090,0.0,
pylint-11,Submitted,11,31952,31952,0.0,
pylint-20,Submitted,6,7676,7676,0.0,
pylint-22,Submitted,4,5205,5205,0.0,
pylint-21,Submitted,10,30887,30887,0.0,
pylint-24,Submitted,3,4879,4879,0.0,
pylint-23,Submitted,12,40618,40618,0.0,
pylint-18,Submitted,24,57570,57570,0.0,
pylint-28,Submitted,4,4923,4923,0.0,
pylint-27,Submitted,3,5545,5545,0.0,
pylint-25,Submitted,5,11977,11977,0.0,
pylint-26,Submitted,4,9288,9288,0.0,
pylint-31,Submitted,2,1863,1863,0.0,
pylint-32,Submitted,2,2051,2051,0.0,
pylint-30,Submitted,4,6587,6587,0.0,
pylint-35,Submitted,1,619,619,0.0,
pylint-33,Submitted,3,4641,4641,0.0,
pylint-34,Submitted,2,1502,1502,0.0,
pylint-36,Submitted,4,5741,5741,0.0,
pylint-29,Submitted,5,14349,14349,0.0,
pylint-37,Submitted,3,4144,4144,0.0,
pylint-38,Submitted,4,6325,6325,0.0,
pylint-42,Submitted,3,4817,4817,0.0,
pylint-41,Submitted,3,4614,4614,0.0,
pylint-40,Submitted,8,24096,24096,0.0,
pylint-39,Submitted,9,29491,29491,0.0,
pylint-43,Submitted,6,8082,8082,0.0,
pylint-45,Submitted,3,4235,4235,0.0,
pylint-47,Submitted,6,14609,14609,0.0,
pytest-0,Submitted,9,14738,14738,0.0,
pylint-44,Submitted,4,11785,11785,0.0,
pylint-46,Submitted,5,23208,23208,0.0,
pytest-2,Submitted,7,12709,12709,0.0,
pytest-3,Submitted,1,2059,2059,0.0,
pytest-5,Submitted,2,1734,1734,0.0,
pytest-7,Submitted,3,2329,2329,0.0,
pytest-1,Submitted,17,41128,41128,0.0,
pytest-4,Submitted,22,61657,61657,0.0,
pytest-6,Submitted,7,16408,16408,0.0,
pytest-10,Submitted,2,2501,2501,0.0,
pytest-8,Submitted,1,3867,3867,0.0,
pytest-9,Submitted,9,28793,28793,0.0,
pytest-14,Submitted,10,17588,17588,0.0,
pytest-12,Submitted,3,4676,4676,0.0,
pytest-16,Submitted,3,3994,3994,0.0,
pytest-15,Submitted,14,28458,28458,0.0,
pytest-11,Submitted,22,111063,111063,0.0,
pytest-13,Submitted,24,121093,121093,0.0,
pytest-17,Submitted,17,90109,90109,0.0,
pytest-20,Submitted,2,3885,3885,0.0,
pytest-18,Submitted,15,49686,49686,0.0,
pytest-19,Submitted,19,41227,41227,0.0,
pytest-21,Submitted,9,11828,11828,0.0,
pytest-24,Submitted,1,2132,2132,0.0,
pytest-25,Submitted,2,2549,2549,0.0,
pytest-22,Submitted,11,26299,26299,0.0,
pytest-28,Submitted,3,3632,3632,0.0,
pytest-23,Submitted,21,38435,38435,0.0,
pytest-29,Submitted,1,587,587,0.0,
pytest-31,Submitted,1,680,680,0.0,
pytest-32,Submitted,3,2908,2908,0.0,
pytest-30,Submitted,1,1359,1359,0.0,
pytest-33,Submitted,2,1668,1668,0.0,
pytest-34,Submitted,3,2254,2254,0.0,
pytest-35,Submitted,1,783,783,0.0,
pytest-27,Submitted,9,23720,23720,0.0,
pytest-37,Submitted,3,3930,3930,0.0,
pytest-26,Submitted,14,45913,45913,0.0,
pytest-38,Submitted,7,10462,10462,0.0,
pytest-36,Submitted,7,11949,11949,0.0,
pytest-41,Submitted,3,2564,2564,0.0,
pytest-43,Submitted,5,29466,29466,0.0,
pytest-40,Submitted,9,18757,18757,0.0,
pytest-44,Submitted,6,7387,7387,0.0,
pytest-45,Submitted,2,3467,3467,0.0,
pytest-46,Submitted,1,2280,2280,0.0,
pytest-39,Submitted,29,104743,104743,0.0,
pytest-42,Submitted,30,125721,125721,0.0,
pytest-47,Submitted,4,6359,6359,0.0,
reflex-2,Submitted,3,6849,6849,0.0,
reflex-0,Submitted,13,55655,55655,0.0,
reflex-4,Submitted,17,33216,33216,0.0,
reflex-1,LimitsExceeded,30,79459,79459,0.0,
reflex-5,Submitted,7,13586,13586,0.0,
reflex-8,Submitted,10,18380,18380,0.0,
reflex-6,Submitted,3,6312,6312,0.0,
reflex-3,LimitsExceeded,30,222101,222101,0.0,
reflex-9,Submitted,3,3225,3225,0.0,
reflex-10,Submitted,8,11471,11471,0.0,
reflex-11,Submitted,6,9069,9069,0.0,
reflex-7,LimitsExceeded,30,135022,135022,0.0,
reflex-12,Submitted,9,18087,18087,0.0,
reflex-13,Submitted,8,14383,14383,0.0,
reflex-14,Submitted,9,64458,64458,0.0,
reflex-18,Submitted,4,3777,3777,0.0,
reflex-17,Submitted,3,10778,10778,0.0,
reflex-15,LimitsExceeded,30,209082,209082,0.0,
reflex-16,Submitted,30,106639,106639,0.0,
reflex-20,Submitted,5,7215,7215,0.0,
reflex-19,Submitted,12,27539,27539,0.0,
reflex-23,Submitted,3,3494,3494,0.0,
reflex-21,Submitted,16,34270,34270,0.0,
reflex-22,Submitted,12,24432,24432,0.0,
reflex-27,Submitted,5,9699,9699,0.0,
reflex-26,Submitted,19,38483,38483,0.0,
reflex-24,LimitsExceeded,30,86884,86884,0.0,
reflex-28,Submitted,1,1700,1700,0.0,
reflex-25,Submitted,29,71841,71841,0.0,
reflex-29,Submitted,18,36008,36008,0.0,
reflex-30,Submitted,6,25348,25348,0.0,
reflex-34,Submitted,5,5955,5955,0.0,
reflex-31,LimitsExceeded,30,81453,81453,0.0,
reflex-33,LimitsExceeded,30,126433,126433,0.0,
reflex-32,LimitsExceeded,30,189167,189167,0.0,
reflex-37,Submitted,13,40506,40506,0.0,
reflex-35,LimitsExceeded,30,107940,107940,0.0,
reflex-36,Submitted,30,108330,108330,0.0,
reflex-41,Submitted,4,4608,4608,0.0,
reflex-42,Submitted,7,25138,25138,0.0,
reflex-43,Submitted,2,3268,3268,0.0,
reflex-38,LimitsExceeded,30,97027,97027,0.0,
reflex-39,LimitsExceeded,30,79733,79733,0.0,
reflex-46,Submitted,3,8122,8122,0.0,
reflex-47,Submitted,3,3114,3114,0.0,
reflex-44,LimitsExceeded,30,103015,103015,0.0,
requests-0,Submitted,7,7857,7857,0.0,
requests-1,Submitted,6,6313,6313,0.0,
reflex-40,LimitsExceeded,30,102536,102536,0.0,
requests-2,Submitted,4,3928,3928,0.0,
reflex-45,LimitsExceeded,30,88108,88108,0.0,
requests-3,Submitted,3,3591,3591,0.0,
requests-4,Submitted,3,3338,3338,0.0,
requests-7,Submitted,3,2635,2635,0.0,
requests-6,Submitted,4,4889,4889,0.0,
requests-8,Submitted,3,4952,4952,0.0,
requests-5,Submitted,5,20761,20761,0.0,
requests-10,Submitted,4,8708,8708,0.0,
requests-11,Submitted,2,2458,2458,0.0,
requests-9,Submitted,4,7703,7703,0.0,
requests-13,Submitted,2,1757,1757,0.0,
requests-14,Submitted,6,14939,14939,0.0,
requests-16,Submitted,4,5204,5204,0.0,
requests-12,Submitted,3,5351,5351,0.0,
requests-15,Submitted,5,7959,7959,0.0,
requests-18,Submitted,6,8372,8372,0.0,
requests-17,Submitted,2,2999,2999,0.0,
requests-19,Submitted,4,5133,5133,0.0,
requests-20,Submitted,6,10063,10063,0.0,
requests-21,Submitted,5,11606,11606,0.0,
requests-24,Submitted,2,2463,2463,0.0,
requests-22,Submitted,5,7408,7408,0.0,
requests-23,Submitted,4,6439,6439,0.0,
requests-28,Submitted,1,651,651,0.0,
requests-27,Submitted,2,1839,1839,0.0,
requests-29,Submitted,3,2447,2447,0.0,
requests-26,Submitted,3,4205,4205,0.0,
requests-30,Submitted,1,602,602,0.0,
requests-25,Submitted,1,1824,1824,0.0,
requests-32,Submitted,2,1423,1423,0.0,
requests-31,Submitted,3,3536,3536,0.0,
requests-34,Submitted,4,3133,3133,0.0,
requests-35,Submitted,4,3674,3674,0.0,
requests-33,Submitted,4,5865,5865,0.0,
requests-37,Submitted,3,5228,5228,0.0,
requests-38,Submitted,4,12594,12594,0.0,
requests-36,Submitted,7,21538,21538,0.0,
requests-40,Submitted,2,2205,2205,0.0,
requests-41,Submitted,5,9304,9304,0.0,
requests-39,Submitted,6,15916,15916,0.0,
requests-43,Submitted,4,6470,6470,0.0,
requests-44,Submitted,5,7120,7120,0.0,
requests-45,Submitted,4,6175,6175,0.0,
requests-46,Submitted,7,17325,17325,0.0,
scikit-learn-1,Submitted,2,2465,2465,0.0,
scikit-learn-0,Submitted,5,6992,6992,0.0,
requests-42,Submitted,8,34606,34606,0.0,
scikit-learn-2,Submitted,5,8107,8107,0.0,
scikit-learn-3,Submitted,5,4419,4419,0.0,
scikit-learn-4,Submitted,4,4594,4594,0.0,
scikit-learn-7,Submitted,3,3175,3175,0.0,
requests-47,Submitted,11,28812,28812,0.0,
scikit-learn-9,Submitted,2,1457,1457,0.0,
scikit-learn-5,Submitted,13,18291,18291,0.0,
scikit-learn-6,Submitted,23,64822,64822,0.0,
scikit-learn-8,Submitted,9,40487,40487,0.0,
scikit-learn-11,Submitted,13,24218,24218,0.0,
scikit-learn-14,Submitted,2,2623,2623,0.0,
scikit-learn-13,Submitted,1,2372,2372,0.0,
scikit-learn-15,Submitted,1,2169,2169,0.0,
scikit-learn-10,LimitsExceeded,30,105468,105468,0.0,
scikit-learn-17,Submitted,3,2830,2830,0.0,
scikit-learn-12,LimitsExceeded,30,93054,93054,0.0,
scikit-learn-16,Submitted,5,7322,7322,0.0,
scikit-learn-20,Submitted,4,13089,13089,0.0,
scikit-learn-19,Submitted,16,49548,49548,0.0,
scikit-learn-21,Submitted,12,23999,23999,0.0,
scikit-learn-23,Submitted,6,17855,17855,0.0,
scikit-learn-22,Submitted,18,30945,30945,0.0,
scikit-learn-26,Submitted,4,3660,3660,0.0,
scikit-learn-27,Submitted,3,2365,2365,0.0,
scikit-learn-28,Submitted,1,720,720,0.0,
scikit-learn-24,Submitted,5,9259,9259,0.0,
scikit-learn-29,Submitted,1,854,854,0.0,
scikit-learn-30,Submitted,2,2158,2158,0.0,
scikit-learn-31,Submitted,3,3366,3366,0.0,
scikit-learn-18,Submitted,29,143998,143998,0.0,
scikit-learn-33,Submitted,3,2790,2790,0.0,
scikit-learn-32,Submitted,6,7436,7436,0.0,
scikit-learn-35,Submitted,3,2308,2308,0.0,
scikit-learn-25,Submitted,10,14301,14301,0.0,
scikit-learn-34,Submitted,7,9471,9471,0.0,
scikit-learn-36,Submitted,4,7424,7424,0.0,
scikit-learn-39,Submitted,2,3484,3484,0.0,
scikit-learn-40,Submitted,4,4932,4932,0.0,
scikit-learn-37,Submitted,5,12726,12726,0.0,
scikit-learn-41,Submitted,6,10715,10715,0.0,
scikit-learn-38,LimitsExceeded,30,94572,94572,0.0,
scikit-learn-42,Submitted,1,2031,2031,0.0,
scikit-learn-46,Submitted,2,2189,2189,0.0,
scikit-learn-45,Submitted,1,1535,1535,0.0,
sphinx-0,Submitted,1,2024,2024,0.0,
scikit-learn-43,Submitted,11,21289,21289,0.0,
scikit-learn-47,Submitted,6,8031,8031,0.0,
sphinx-1,Submitted,4,5177,5177,0.0,
sphinx-4,Submitted,2,1723,1723,0.0,
sphinx-5,Submitted,3,8673,8673,0.0,
sphinx-2,Submitted,5,16404,16404,0.0,
sphinx-6,Submitted,3,3290,3290,0.0,
scikit-learn-44,Submitted,28,96691,96691,0.0,
sphinx-7,Submitted,3,4411,4411,0.0,
sphinx-3,Submitted,10,16371,16371,0.0,
sphinx-9,Submitted,5,8563,8563,0.0,
sphinx-10,Submitted,5,8431,8431,0.0,
sphinx-8,Submitted,6,8895,8895,0.0,
sphinx-11,Submitted,7,38241,38241,0.0,
sphinx-12,Submitted,6,11460,11460,0.0,
sphinx-13,Submitted,1,1840,1840,0.0,
sphinx-14,Submitted,4,6973,6973,0.0,
sphinx-16,Submitted,3,3649,3649,0.0,
sphinx-17,Submitted,2,5641,5641,0.0,
sphinx-18,Submitted,6,7975,7975,0.0,
sphinx-19,Submitted,5,7282,7282,0.0,
sphinx-15,Submitted,8,17189,17189,0.0,
sphinx-22,Submitted,1,1472,1472,0.0,
sphinx-21,Submitted,5,17290,17290,0.0,
sphinx-25,Submitted,1,2647,2647,0.0,
sphinx-24,Submitted,1,2807,2807,0.0,
sphinx-23,Submitted,13,32865,32865,0.0,
sphinx-26,Submitted,4,8019,8019,0.0,
sphinx-29,Submitted,1,645,645,0.0,
sphinx-27,Submitted,3,3434,3434,0.0,
sphinx-28,Submitted,10,19362,19362,0.0,
sphinx-31,Submitted,2,2350,2350,0.0,
sphinx-30,Submitted,4,5972,5972,0.0,
sphinx-20,Submitted,18,72960,72960,0.0,
sphinx-34,Submitted,1,661,661,0.0,
sphinx-35,Submitted,2,1420,1420,0.0,
sphinx-32,Submitted,5,5054,5054,0.0,
sphinx-37,Submitted,2,2229,2229,0.0,
sphinx-33,Submitted,1,2192,2192,0.0,
sphinx-36,Submitted,7,46197,46197,0.0,
sphinx-39,Submitted,6,15795,15795,0.0,
sphinx-42,Submitted,1,1461,1461,0.0,
sphinx-41,Submitted,4,6055,6055,0.0,
sphinx-40,Submitted,2,5088,5088,0.0,
sphinx-45,Submitted,4,9556,9556,0.0,
sphinx-44,Submitted,5,7084,7084,0.0,
sphinx-43,Submitted,11,28905,28905,0.0,
sphinx-38,LimitsExceeded,30,175410,175410,0.0,
sphinx-46,Submitted,8,12048,12048,0.0,
sphinx-47,Submitted,5,11731,11731,0.0,
sqlfluff-0,Submitted,4,6557,6557,0.0,
sqlfluff-3,Submitted,6,10525,10525,0.0,
sqlfluff-4,Submitted,3,3406,3406,0.0,
sqlfluff-2,Submitted,5,12985,12985,0.0,
sqlfluff-5,Submitted,4,8869,8869,0.0,
sqlfluff-6,Submitted,4,4424,4424,0.0,
sqlfluff-9,Submitted,4,5052,5052,0.0,
sqlfluff-1,Submitted,7,9119,9119,0.0,
sqlfluff-7,Submitted,5,6870,6870,0.0,
sqlfluff-8,Submitted,4,8248,8248,0.0,
sqlfluff-10,Submitted,4,9777,9777,0.0,
sqlfluff-11,Submitted,4,5574,5574,0.0,
sqlfluff-12,Submitted,4,6434,6434,0.0,
sqlfluff-14,Submitted,3,4479,4479,0.0,
sqlfluff-15,Submitted,3,3549,3549,0.0,
sqlfluff-18,Submitted,2,1915,1915,0.0,
sqlfluff-17,Submitted,4,4481,4481,0.0,
sqlfluff-13,Submitted,4,7237,7237,0.0,
sqlfluff-16,Submitted,2,2733,2733,0.0,
sqlfluff-19,Submitted,5,14701,14701,0.0,
sqlfluff-21,Submitted,5,17705,17705,0.0,
sqlfluff-20,Submitted,4,6559,6559,0.0,
sqlfluff-22,Submitted,7,17468,17468,0.0,
sqlfluff-25,Submitted,6,12162,12162,0.0,
sqlfluff-23,Submitted,8,40727,40727,0.0,
sqlfluff-28,Submitted,3,3016,3016,0.0,
sqlfluff-29,Submitted,4,3146,3146,0.0,
sqlfluff-26,Submitted,6,20673,20673,0.0,
sqlfluff-30,Submitted,4,3275,3275,0.0,
sqlfluff-24,Submitted,5,21659,21659,0.0,
sqlfluff-32,Submitted,4,4436,4436,0.0,
sqlfluff-31,Submitted,3,4269,4269,0.0,
sqlfluff-34,Submitted,3,2421,2421,0.0,
sqlfluff-35,Submitted,5,5968,5968,0.0,
sqlfluff-37,Submitted,9,35314,35314,0.0,
sqlfluff-27,Submitted,16,104400,104400,0.0,
sqlfluff-33,Submitted,15,74208,74208,0.0,
sqlfluff-39,Submitted,4,7654,7654,0.0,
