instance_id,exit_status,steps,trace_tokens,billed_tokens,cost_usd,correct,blocked_submission_count,list_symbols_called,radar_called,radar_tool_calls,radar_tool_output_chars,radar_verification_satisfied,tools_prompt
flask-8,Submitted,11,57274,57274,0.0,,1,0,True,3,6170,True,neutral
flask-13,Submitted,8,18683,18683,0.0,,1,0,True,1,2501,True,neutral
flask-12,Submitted,12,41573,41573,0.0,,0,0,True,2,5389,True,neutral
flask-14,Submitted,14,40708,40708,0.0,,1,0,True,1,2287,True,neutral
flask-15,Submitted,9,25700,25700,0.0,,0,0,True,1,3161,True,neutral
flask-16,Submitted,8,24165,24165,0.0,,1,0,True,1,2978,True,neutral
flask-17,Submitted,5,11300,11300,0.0,,0,0,True,1,2083,True,neutral
flask-18,Submitted,4,9842,9842,0.0,,0,0,True,1,3206,True,neutral
flask-19,Submitted,6,19400,19400,0.0,,0,0,True,1,3550,True,neutral
flask-20,Submitted,9,24640,24640,0.0,,1,0,True,1,2827,True,neutral
flask-21,Submitted,3,5639,5639,0.0,,0,0,True,1,3206,True,neutral
flask-22,Submitted,17,49512,49512,0.0,,0,0,True,1,2292,True,neutral
flask-23,Submitted,15,60690,60690,0.0,,2,0,True,1,2215,True,neutral
flask-24,Submitted,14,43868,43868,0.0,,1,0,True,1,2352,True,neutral
flask-26,Submitted,6,18798,18798,0.0,,0,0,True,1,2882,True,neutral
flask-25,Submitted,13,48428,48428,0.0,,1,0,True,1,2701,True,neutral
flask-28,Submitted,2,2448,2448,0.0,,0,0,False,0,0,,neutral
flask-30,Submitted,3,5522,5522,0.0,,0,0,True,1,3002,True,neutral
flask-27,Submitted,15,76257,76257,0.0,,2,0,True,1,2937,True,neutral
flask-31,Submitted,6,15701,15701,0.0,,1,0,True,1,2347,True,neutral
flask-33,Submitted,3,4380,4380,0.0,,0,0,False,0,0,,neutral
flask-29,Submitted,17,99202,99202,0.0,,2,0,True,3,7277,True,neutral
flask-32,Submitted,8,15422,15422,0.0,,1,0,True,1,2254,True,neutral
flask-34,Submitted,4,7815,7815,0.0,,0,0,True,1,2177,True,neutral
flask-35,Submitted,3,5982,5982,0.0,,0,0,True,1,2984,True,neutral
flask-37,Submitted,3,5296,5296,0.0,,0,0,True,1,1954,True,neutral
flask-38,Submitted,5,17329,17329,0.0,,0,0,True,1,3550,True,neutral
flask-39,Submitted,6,21920,21920,0.0,,0,0,True,1,2515,True,neutral
flask-40,Submitted,13,40616,40616,0.0,,0,0,True,1,2564,True,neutral
flask-36,Submitted,11,64267,64267,0.0,,0,0,True,4,9705,True,neutral
flask-42,Submitted,12,34844,34844,0.0,,0,1,True,1,2148,True,neutral
flask-41,Submitted,9,44221,44221,0.0,,1,0,True,1,2190,True,neutral
flask-43,Submitted,13,46570,46570,0.0,,0,0,True,1,2599,True,neutral
flask-46,Submitted,6,34125,34125,0.0,,0,0,False,0,0,,neutral
flask-44,Submitted,13,74336,74336,0.0,,1,0,True,1,2181,True,neutral
flask-47,Submitted,14,82732,82732,0.0,,1,0,True,1,2757,True,neutral
flask-45,Submitted,10,41313,41313,0.0,,1,0,True,5,10790,True,neutral
matplotlib-1,Submitted,3,6240,6240,0.0,,0,0,True,1,3156,True,neutral
matplotlib-3,Submitted,5,10097,10097,0.0,,0,0,True,1,3319,True,neutral
matplotlib-4,Submitted,6,17669,17669,0.0,,0,0,True,1,2525,True,neutral
matplotlib-0,Submitted,35,166216,166216,0.0,,0,0,True,3,9349,True,neutral
matplotlib-6,Submitted,3,6401,6401,0.0,,0,0,True,1,2841,True,neutral
matplotlib-2,Submitted,36,222329,222329,0.0,,0,0,True,2,5015,True,neutral
matplotlib-7,Submitted,3,5915,5915,0.0,,0,0,True,1,3018,True,neutral
matplotlib-5,Submitted,33,162169,162169,0.0,,1,0,True,2,4124,True,neutral
matplotlib-8,Submitted,9,28719,28719,0.0,,1,0,True,2,4800,True,neutral
matplotlib-10,Submitted,6,40600,40600,0.0,,0,1,True,1,2931,True,neutral
matplotlib-11,Submitted,6,15177,15177,0.0,,1,0,True,1,2205,True,neutral
matplotlib-9,Submitted,16,63310,63310,0.0,,0,0,True,1,3234,True,neutral
matplotlib-12,Submitted,9,30003,30003,0.0,,0,0,True,1,3823,True,neutral
flask-6,Submitted,10,25161,28998,0.0,,1,0,True,1,2914,True,neutral
matplotlib-14,Submitted,14,53874,53874,0.0,,0,0,True,1,2141,True,neutral
matplotlib-15,Submitted,5,13928,13928,0.0,,0,0,True,1,3128,True,neutral
matplotlib-16,Submitted,5,15270,15270,0.0,,0,0,True,1,2845,True,neutral
matplotlib-18,Submitted,8,26616,26616,0.0,,0,0,True,1,3820,True,neutral
matplotlib-17,Submitted,21,88448,88448,0.0,,0,0,True,1,3052,True,neutral
matplotlib-19,Submitted,16,57247,57247,0.0,,1,1,True,1,2130,True,neutral
matplotlib-20,Submitted,14,54247,54247,0.0,,0,0,True,1,3326,True,neutral
matplotlib-13,Submitted,51,566197,566197,0.0,,2,0,True,2,7157,True,neutral
matplotlib-21,Submitted,18,80537,80537,0.0,,0,1,True,1,3948,True,neutral
matplotlib-22,Submitted,6,17917,17917,0.0,,1,0,True,1,3820,True,neutral
matplotlib-23,Submitted,5,13036,13036,0.0,,0,0,True,1,3468,True,neutral
matplotlib-24,Submitted,12,49199,49199,0.0,,0,0,True,1,1881,True,neutral
matplotlib-28,Submitted,3,4573,4573,0.0,,0,0,False,0,0,,neutral
matplotlib-25,Submitted,5,20880,20880,0.0,,0,1,True,1,2735,True,neutral
matplotlib-30,Submitted,3,5170,5170,0.0,,0,0,True,1,2735,True,neutral
matplotlib-29,Submitted,13,31709,31709,0.0,,0,0,True,1,3145,True,neutral
matplotlib-27,Submitted,17,80644,80644,0.0,,2,1,True,1,2201,True,neutral
matplotlib-26,Submitted,25,98224,98224,0.0,,1,1,True,1,2820,True,neutral
matplotlib-33,Submitted,5,6564,6564,0.0,,0,0,False,0,0,,neutral
matplotlib-34,Submitted,1,949,949,0.0,,0,0,False,0,0,,neutral
matplotlib-31,Submitted,8,23871,23871,0.0,,1,0,True,1,3052,True,neutral
matplotlib-37,Submitted,6,21344,21344,0.0,,0,0,False,0,0,,neutral
matplotlib-32,Submitted,8,20591,20591,0.0,,1,0,True,2,4744,True,neutral
matplotlib-35,Submitted,3,3945,3945,0.0,,0,0,True,1,1416,True,neutral
matplotlib-38,Submitted,2,2890,2890,0.0,,0,0,False,0,0,,neutral
matplotlib-36,Submitted,5,14804,14804,0.0,,0,0,True,1,3862,True,neutral
matplotlib-39,Submitted,13,56505,56505,0.0,,1,0,True,1,2553,True,neutral
matplotlib-42,Submitted,11,33578,33578,0.0,,1,1,True,1,2097,True,neutral
matplotlib-41,Submitted,17,109355,109355,0.0,,1,0,True,1,2958,True,neutral
matplotlib-45,Submitted,5,20122,20122,0.0,,0,0,False,0,0,,neutral
matplotlib-40,Submitted,34,266592,266592,0.0,,0,1,True,1,2397,True,neutral
matplotlib-44,Submitted,12,47804,47804,0.0,,1,0,True,2,4028,True,neutral
matplotlib-43,Submitted,13,63351,63351,0.0,,0,0,True,1,3468,True,neutral
matplotlib-46,Submitted,4,9858,9858,0.0,,0,0,True,1,2569,True,neutral
matplotlib-47,Submitted,11,54036,54036,0.0,,2,0,True,1,2683,True,neutral
pylint-1,Submitted,7,19028,19028,0.0,,0,0,True,1,3858,True,neutral
pylint-3,Submitted,5,11944,11944,0.0,,0,0,True,1,4110,True,neutral
pylint-0,Submitted,6,20022,20022,0.0,,0,0,True,2,6913,True,neutral
pylint-5,Submitted,4,7382,7382,0.0,,0,1,True,1,2389,True,neutral
pylint-2,Submitted,11,38527,38527,0.0,,1,2,True,1,3094,True,neutral
pylint-6,Submitted,3,5390,5390,0.0,,0,0,True,1,3385,True,neutral
pylint-9,Submitted,3,5695,5695,0.0,,0,0,True,1,2657,True,neutral
pylint-10,Submitted,2,2769,2769,0.0,,0,0,False,0,0,,neutral
pylint-4,Submitted,29,250536,250536,0.0,,0,0,True,2,5936,True,neutral
pylint-7,Submitted,8,35763,35763,0.0,,1,0,True,1,3242,True,neutral
pylint-8,Submitted,9,36937,36937,0.0,,1,0,True,2,4859,True,neutral
pylint-13,Submitted,3,6079,6079,0.0,,0,0,True,1,3700,True,neutral
pylint-11,Submitted,18,74559,74559,0.0,,0,0,True,1,3094,True,neutral
pylint-12,Submitted,11,31041,31041,0.0,,0,0,True,1,3465,True,neutral
pylint-16,Submitted,7,26141,26141,0.0,,0,0,False,0,0,,neutral
pylint-14,Submitted,8,34897,34897,0.0,,0,0,True,1,3426,True,neutral
pylint-19,Submitted,3,5379,5379,0.0,,0,0,True,1,3385,True,neutral
pylint-17,Submitted,20,96388,96388,0.0,,1,0,True,2,6448,True,neutral
pylint-18,Submitted,29,239743,239743,0.0,,1,0,True,1,3242,True,neutral
pylint-15,Submitted,39,319240,319240,0.0,,1,0,True,2,7000,True,neutral
pylint-20,Submitted,19,103033,103033,0.0,,0,0,True,3,10726,True,neutral
pylint-22,Submitted,7,20943,20943,0.0,,1,0,True,1,3537,True,neutral
pylint-21,Submitted,14,87725,87725,0.0,,2,0,True,3,10816,True,neutral
pylint-24,Submitted,10,31430,31430,0.0,,0,0,True,1,36,True,neutral
pylint-25,Submitted,10,44377,44377,0.0,,0,0,True,1,3345,True,neutral
pylint-27,Submitted,7,17316,17316,0.0,,1,0,True,1,2695,True,neutral
pylint-23,Submitted,25,122661,122661,0.0,,0,0,True,2,6605,True,neutral
pylint-29,Submitted,5,16011,16011,0.0,,0,0,True,1,3692,True,neutral
pylint-28,Submitted,10,43701,43701,0.0,,0,0,True,3,9818,True,neutral
pylint-26,Submitted,15,66011,67653,0.0,,0,0,True,1,2424,True,neutral
pylint-32,Submitted,5,11101,11101,0.0,,0,0,True,1,2924,True,neutral
pylint-30,Submitted,15,60256,60256,0.0,,0,0,True,2,5955,True,neutral
pylint-35,Submitted,1,1014,1014,0.0,,0,0,False,0,0,,neutral
pylint-33,Submitted,13,47124,47124,0.0,,1,0,True,1,3912,True,neutral
pylint-37,Submitted,5,7773,7773,0.0,,0,0,False,0,0,,neutral
pylint-34,Submitted,7,14617,14617,0.0,,0,0,True,1,2991,True,neutral
pylint-31,Submitted,9,39380,39380,0.0,,1,0,True,3,10836,True,neutral
pylint-38,Submitted,8,26860,26860,0.0,,2,0,True,1,3617,True,neutral
pylint-39,Submitted,5,14446,14446,0.0,,0,1,True,1,3604,True,neutral
pylint-36,Submitted,9,27030,27030,0.0,,0,0,True,2,5871,True,neutral
pylint-40,Submitted,11,38509,38509,0.0,,1,0,True,1,3337,True,neutral
pylint-42,Submitted,12,44553,44553,0.0,,1,0,True,1,3269,True,neutral
pylint-41,Submitted,17,67034,67034,0.0,,0,0,True,1,3537,True,neutral
pylint-43,Submitted,13,38416,38416,0.0,,0,0,True,1,3678,True,neutral
pylint-45,Submitted,5,12147,12147,0.0,,0,1,True,1,3672,True,neutral
pylint-47,Submitted,7,17819,17819,0.0,,0,0,True,1,3571,True,neutral
pylint-46,Submitted,11,47782,47782,0.0,,0,0,True,1,3376,True,neutral
pylint-44,Submitted,18,82295,82295,0.0,,0,0,True,1,3015,True,neutral
pytest-0,Submitted,25,120175,120175,0.0,,1,0,True,1,2091,True,neutral
pytest-3,Submitted,10,26338,26338,0.0,,1,0,True,1,3341,True,neutral
pytest-2,Submitted,10,64385,64385,0.0,,1,0,True,1,3547,True,neutral
pytest-6,Submitted,5,12089,12089,0.0,,0,0,True,1,3706,True,neutral
pytest-5,Submitted,10,32696,32696,0.0,,1,0,True,1,3664,True,neutral
pytest-4,Submitted,24,144427,144427,0.0,,1,0,True,1,3948,True,neutral
pytest-7,Submitted,9,29321,29321,0.0,,1,0,True,1,3756,True,neutral
pytest-1,Submitted,42,305172,305172,0.0,,1,0,True,3,7469,True,neutral
pytest-10,Submitted,8,23823,23823,0.0,,1,0,True,1,2889,True,neutral
pytest-8,Submitted,20,99980,99980,0.0,,1,0,True,2,4871,True,neutral
pytest-12,Submitted,10,31860,31860,0.0,,0,0,True,1,2370,True,neutral
pytest-9,Submitted,18,112167,112167,0.0,,1,0,True,2,10106,True,neutral
pytest-13,Submitted,15,44413,44413,0.0,,0,0,True,3,3961,True,neutral
pytest-11,Submitted,43,262075,262075,0.0,,0,0,True,1,3044,True,neutral
pytest-15,Submitted,16,69504,69504,0.0,,1,0,True,1,3512,True,neutral
pytest-17,Submitted,5,22598,22598,0.0,,0,0,True,1,3882,True,neutral
pytest-14,Submitted,22,133880,133880,0.0,,1,0,True,1,3614,True,neutral
pytest-18,Submitted,14,40447,40447,0.0,,0,0,True,1,2190,True,neutral
pytest-16,Submitted,16,140307,140307,0.0,,2,0,True,4,14713,True,neutral
pytest-19,Submitted,15,65153,65153,0.0,,0,0,True,2,6429,True,neutral
pytest-21,Submitted,17,47100,47100,0.0,,0,0,True,1,1915,True,neutral
pytest-22,Submitted,11,35922,35922,0.0,,1,0,True,1,3094,True,neutral
pytest-20,Submitted,16,91083,91083,0.0,,2,0,True,1,4276,True,neutral
pytest-23,Submitted,21,118438,118438,0.0,,0,0,True,2,5842,True,neutral
pytest-26,Submitted,19,91382,91382,0.0,,1,0,True,1,3477,True,neutral
pytest-28,Submitted,5,6997,6997,0.0,,0,0,False,0,0,,neutral
pytest-27,Submitted,11,44377,44377,0.0,,1,0,True,1,4222,True,neutral
pytest-29,Submitted,8,21236,21236,0.0,,1,0,True,1,4212,True,neutral
pytest-25,Submitted,27,150584,150584,0.0,,1,0,True,2,5324,True,neutral
pytest-24,Submitted,18,175534,175534,0.0,,2,0,True,4,12528,True,neutral
pytest-33,Submitted,2,2499,2499,0.0,,0,0,False,0,0,,neutral
pytest-31,Submitted,8,25122,25122,0.0,,1,0,True,1,3684,True,neutral
pytest-35,Submitted,4,7118,7118,0.0,,0,0,False,0,0,,neutral
pytest-32,Submitted,8,20985,20985,0.0,,1,0,True,1,2594,True,neutral
pytest-30,Submitted,9,39349,39349,0.0,,1,0,True,3,10554,True,neutral
pytest-34,Submitted,5,15445,15445,0.0,,0,0,True,2,9008,True,neutral
pytest-38,Submitted,4,7183,7183,0.0,,0,0,True,1,2382,True,neutral
pytest-37,Submitted,7,23563,23563,0.0,,0,0,True,1,3733,True,neutral
pytest-36,Submitted,49,411208,411208,0.0,,2,0,True,1,4174,True,neutral
pytest-41,Submitted,10,38857,38857,0.0,,1,0,True,1,4035,True,neutral
pytest-40,Submitted,12,74249,74249,0.0,,1,0,True,3,12192,True,neutral
pytest-39,Submitted,34,180585,180585,0.0,,0,0,True,1,2523,True,neutral
pytest-43,Submitted,4,11188,11188,0.0,,1,1,True,1,3126,True,neutral
pytest-44,Submitted,5,11244,11244,0.0,,0,1,True,1,3594,True,neutral
pytest-45,Submitted,12,38050,38050,0.0,,0,0,True,1,4262,True,neutral
pytest-46,Submitted,7,23385,23385,0.0,,0,0,True,2,7762,True,neutral
pytest-47,Submitted,7,24009,24009,0.0,,0,0,True,5,12459,True,neutral
pytest-42,Submitted,59,549015,549015,0.0,,1,0,True,2,6149,True,neutral
reflex-1,Submitted,19,71938,71938,0.0,,0,0,True,2,4583,True,neutral
reflex-0,Submitted,53,604638,604638,0.0,,0,1,True,2,3621,True,neutral
reflex-3,Submitted,24,143804,143804,0.0,,0,1,True,1,2403,True,neutral
reflex-6,Submitted,13,54284,54284,0.0,,0,0,False,0,0,,neutral
