instance_id,exit_status,steps,trace_tokens,billed_tokens,cost_usd,correct,blocked_submission_count,list_symbols_called,radar_called,radar_tool_calls,radar_tool_output_chars,radar_verification_satisfied,tools_prompt
astropy-44,Submitted,5,13175,13175,0.0,,0,0,True,1,2980,True,neutral
astropy-42,Submitted,23,154316,154316,0.0,,1,0,True,4,15650,True,neutral
astropy-46,Submitted,11,41186,41186,0.0,,0,0,True,1,3752,True,neutral
conan-0,Submitted,5,13737,13737,0.0,,0,0,True,1,4315,True,neutral
astropy-43,Submitted,27,144816,144816,0.0,,0,0,True,3,3243,True,neutral
astropy-47,Submitted,24,142996,142996,0.0,,0,0,True,2,7204,True,neutral
astropy-45,Submitted,30,178809,178809,0.0,,0,0,True,4,11524,True,neutral
conan-4,Submitted,3,6279,6279,0.0,,0,0,True,1,3192,True,neutral
conan-2,Submitted,12,47044,47044,0.0,,0,0,True,1,4823,True,neutral
conan-3,LimitsExceeded,30,216076,216076,0.0,,0,0,True,3,11377,True,neutral
conan-1,Submitted,30,206806,206806,0.0,,0,0,True,4,10810,True,neutral
conan-6,Submitted,20,219126,219126,0.0,,0,0,True,3,14728,True,neutral
conan-7,Submitted,30,141180,141180,0.0,,0,0,True,1,3414,True,neutral
conan-9,Submitted,10,35646,35646,0.0,,0,0,True,1,3612,True,neutral
conan-8,Submitted,30,186858,186858,0.0,,0,1,True,2,4389,True,neutral
conan-10,Submitted,10,37438,37438,0.0,,1,0,True,1,3891,True,neutral
conan-5,LimitsExceeded,30,295280,295280,0.0,,0,0,True,4,16087,True,neutral
conan-14,Submitted,5,17378,17378,0.0,,0,0,True,1,3216,True,neutral
conan-12,Submitted,24,204925,204925,0.0,,0,0,True,2,12848,True,neutral
conan-11,Submitted,24,155154,155154,0.0,,0,0,True,2,8684,True,neutral
conan-15,Submitted,23,102165,102165,0.0,,0,0,True,1,3705,True,neutral
conan-13,LimitsExceeded,30,288816,288816,0.0,,0,0,True,5,17208,True,neutral
conan-18,LimitsExceeded,30,229861,229861,0.0,,0,0,True,1,3513,True,neutral
conan-17,Submitted,26,159215,159215,0.0,,0,0,True,3,9940,True,neutral
conan-16,Submitted,17,148684,148684,0.0,,0,1,True,7,29319,True,neutral
conan-19,Submitted,6,22550,22550,0.0,,0,0,True,2,8192,True,neutral
conan-21,Submitted,4,11307,11307,0.0,,0,0,True,1,3804,True,neutral
conan-22,Submitted,6,16172,16172,0.0,,0,0,True,1,3862,True,neutral
conan-24,Submitted,4,5436,5436,0.0,,0,0,False,0,0,,neutral
conan-20,Submitted,27,143790,143790,0.0,,0,0,True,2,6945,True,neutral
conan-25,LimitsExceeded,30,151671,151671,0.0,,0,0,True,2,5068,True,neutral
conan-23,LimitsExceeded,30,117011,117011,0.0,,0,0,True,1,4118,True,neutral
conan-26,Submitted,30,155826,155826,0.0,,0,0,True,1,3622,True,neutral
conan-29,Submitted,9,38508,38508,0.0,,1,0,True,1,3739,True,neutral
conan-27,Submitted,30,245872,245872,0.0,,1,0,True,2,6342,True,neutral
conan-32,Submitted,4,9020,9020,0.0,,0,0,True,1,4321,True,neutral
conan-28,Submitted,30,179748,179748,0.0,,0,0,True,3,12435,True,neutral
conan-30,LimitsExceeded,30,163646,163646,0.0,,0,0,True,2,7123,True,neutral
conan-33,Submitted,8,22930,22930,0.0,,0,0,True,1,3665,True,neutral
conan-34,Submitted,12,43215,43215,0.0,,2,0,True,1,3470,True,neutral
conan-31,LimitsExceeded,30,194784,194784,0.0,,0,0,True,3,9892,True,neutral
conan-36,LimitsExceeded,30,232464,232464,0.0,,0,0,True,2,7826,False,neutral
conan-38,Submitted,28,161397,161397,0.0,,0,0,True,1,3138,True,neutral
conan-37,LimitsExceeded,30,174217,174217,0.0,,0,0,True,4,17265,True,neutral
conan-35,LimitsExceeded,30,291271,291271,0.0,,0,0,True,4,18930,False,neutral
conan-40,Submitted,10,24530,24530,0.0,,0,0,True,2,5463,True,neutral
conan-39,LimitsExceeded,30,190054,190054,0.0,,0,0,True,2,7962,True,neutral
conan-43,Submitted,22,202084,202084,0.0,,0,0,True,2,6651,True,neutral
conan-42,Submitted,30,233129,233129,0.0,,0,0,True,3,19444,True,neutral
conan-45,Submitted,4,9569,9569,0.0,,0,0,True,1,3679,True,neutral
conan-41,LimitsExceeded,30,175952,175952,0.0,,0,0,True,3,11264,True,neutral
conan-44,Submitted,30,104307,104307,0.0,,0,0,False,0,0,,neutral
conan-46,LimitsExceeded,30,155706,155706,0.0,,0,0,True,2,7189,True,neutral
django-0,LimitsExceeded,30,106627,106627,0.0,,0,0,True,1,4068,False,neutral
django-1,Submitted,30,110504,110504,0.0,,0,0,True,1,4047,True,neutral
conan-47,LimitsExceeded,30,157306,157306,0.0,,0,0,True,5,18884,False,neutral
django-2,Submitted,30,104974,104974,0.0,,0,0,True,2,8259,True,neutral
django-4,Submitted,30,171924,171924,0.0,,1,0,True,3,10906,True,neutral
django-5,LimitsExceeded,30,121120,121120,0.0,,0,0,True,1,3613,False,neutral
django-6,LimitsExceeded,30,123046,123046,0.0,,0,0,True,1,2692,False,neutral
django-3,Submitted,30,238770,238770,0.0,,0,0,True,4,11646,True,neutral
django-7,Submitted,30,95081,95081,0.0,,0,0,True,1,2998,True,neutral
django-8,Submitted,27,84795,84795,0.0,,0,0,True,4,3214,True,neutral
django-9,Submitted,30,132505,132505,0.0,,1,0,True,2,5415,True,neutral
django-11,Submitted,23,71126,71126,0.0,,1,0,True,1,2611,True,neutral
django-10,Submitted,30,109253,109253,0.0,,0,0,True,1,2986,True,neutral
django-12,Submitted,30,112535,112535,0.0,,0,0,True,1,3632,True,neutral
django-13,Submitted,30,126168,126168,0.0,,0,0,True,1,3036,True,neutral
django-15,Submitted,30,125882,125882,0.0,,0,0,True,1,1922,True,neutral
django-14,Submitted,30,213371,213371,0.0,,0,0,True,1,2504,True,neutral
django-16,LimitsExceeded,30,96962,96962,0.0,,0,0,True,1,3174,False,neutral
django-17,Submitted,30,144405,144405,0.0,,0,0,True,2,7047,True,neutral
django-18,Submitted,30,128903,128903,0.0,,0,0,True,1,3435,True,neutral
django-19,Submitted,30,114449,114449,0.0,,0,0,True,1,2200,True,neutral
django-20,Submitted,30,110425,110425,0.0,,0,0,True,1,3632,True,neutral
django-21,Submitted,30,109308,109308,0.0,,0,0,True,1,4159,True,neutral
django-23,Submitted,21,103425,103425,0.0,,1,0,True,3,10527,True,neutral
django-22,LimitsExceeded,30,115737,115737,0.0,,0,0,True,2,7091,False,neutral
django-25,Submitted,16,43082,43082,0.0,,1,0,True,1,2717,True,neutral
django-28,Submitted,29,154121,154121,0.0,,0,0,True,2,4451,True,neutral
django-24,Submitted,26,193628,193628,0.0,,1,0,True,6,15785,True,neutral
django-27,Submitted,30,172226,172226,0.0,,0,0,True,3,11214,True,neutral
django-26,LimitsExceeded,30,162027,162027,0.0,,0,0,True,5,7717,True,neutral
django-29,Submitted,21,113912,113912,0.0,,0,0,True,2,6189,True,neutral
django-31,Submitted,24,116611,116611,0.0,,1,0,True,2,4968,True,neutral
django-32,Submitted,30,134125,134125,0.0,,0,0,True,2,5570,True,neutral
django-35,Submitted,1,964,964,0.0,,0,0,False,0,0,,neutral
django-30,Submitted,30,154651,154651,0.0,,0,0,True,5,8226,True,neutral
django-34,LimitsExceeded,30,95364,95364,0.0,,0,0,True,1,43,True,neutral
django-33,Submitted,30,141581,141581,0.0,,0,0,True,3,7036,True,neutral
django-37,Submitted,30,152911,152911,0.0,,1,0,True,3,6062,True,neutral
django-36,Submitted,30,246135,246135,0.0,,0,0,True,5,18616,True,neutral
django-39,Submitted,30,209260,209260,0.0,,0,0,True,3,11419,True,neutral
django-38,LimitsExceeded,30,230028,230028,0.0,,0,0,True,5,18599,True,neutral
django-40,LimitsExceeded,30,177470,177470,0.0,,1,0,True,4,10469,True,neutral
django-41,Submitted,14,47725,47725,0.0,,0,0,True,4,5737,True,neutral
django-43,LimitsExceeded,30,146123,146123,0.0,,0,0,True,3,6946,True,neutral
django-42,Submitted,26,156648,156648,0.0,,1,0,True,4,10744,True,neutral
django-44,LimitsExceeded,30,165266,165266,0.0,,0,0,True,1,2291,True,neutral
django-46,LimitsExceeded,30,143405,143405,0.0,,0,0,True,1,3957,True,neutral
flask-0,Submitted,10,31209,31209,0.0,,1,0,True,1,2750,True,neutral
django-47,LimitsExceeded,30,109705,109705,0.0,,0,0,True,1,4023,False,neutral
flask-1,Submitted,6,20491,20491,0.0,,0,0,True,1,2886,True,neutral
flask-3,Submitted,4,5173,5173,0.0,,0,0,False,0,0,,neutral
flask-2,Submitted,5,22455,22455,0.0,,0,0,True,1,2846,True,neutral
flask-5,Submitted,9,27983,27983,0.0,,0,0,True,1,2360,True,neutral
flask-4,Submitted,6,17266,17266,0.0,,0,0,True,2,4001,True,neutral
flask-6,Submitted,9,38041,38041,0.0,,1,0,True,1,2346,True,neutral
django-45,Submitted,30,220986,220986,0.0,,0,0,True,7,17267,True,neutral
flask-10,Submitted,7,27456,27456,0.0,,0,0,True,1,2959,True,neutral
flask-7,Submitted,8,23786,23786,0.0,,0,0,True,3,6630,True,neutral
flask-9,Submitted,11,45319,45319,0.0,,1,0,True,2,4216,True,neutral
flask-8,Submitted,13,58937,58937,0.0,,0,0,True,3,6161,True,neutral
flask-11,Submitted,8,24673,24673,0.0,,0,0,True,1,2844,True,neutral
flask-12,Submitted,7,19623,19623,0.0,,0,0,True,1,2934,True,neutral
flask-13,Submitted,12,33522,33522,0.0,,1,0,True,1,2250,True,neutral
flask-15,Submitted,3,5320,5320,0.0,,0,0,True,1,2546,True,neutral
flask-14,Submitted,17,51964,51964,0.0,,1,0,True,1,2203,True,neutral
flask-18,Submitted,5,13389,13389,0.0,,0,0,True,1,3206,True,neutral
flask-17,Submitted,11,46374,46374,0.0,,0,0,True,1,2933,True,neutral
flask-16,Submitted,6,16676,16676,0.0,,0,0,True,2,4981,True,neutral
flask-19,Submitted,6,21206,21206,0.0,,0,0,True,1,2613,True,neutral
flask-20,Submitted,9,20988,20988,0.0,,1,0,True,1,2220,True,neutral
flask-23,Submitted,7,15815,15815,0.0,,0,0,False,0,0,,neutral
flask-25,Submitted,5,16291,16291,0.0,,0,0,False,0,0,,neutral
flask-21,Submitted,5,16670,16670,0.0,,0,0,True,1,3036,True,neutral
flask-22,Submitted,13,53887,53887,0.0,,0,0,True,1,2882,True,neutral
flask-24,Submitted,6,20504,20504,0.0,,0,0,True,1,2964,True,neutral
flask-26,Submitted,4,11493,11493,0.0,,0,0,True,1,2212,True,neutral
flask-28,Submitted,11,36471,36471,0.0,,1,0,True,1,2257,True,neutral
flask-30,Submitted,5,10855,10855,0.0,,1,1,True,1,2269,True,neutral
flask-31,Submitted,3,6130,6130,0.0,,0,0,True,1,2561,True,neutral
flask-27,Submitted,17,69263,69263,0.0,,1,0,True,1,2452,True,neutral
flask-29,Submitted,15,54608,54608,0.0,,1,0,True,1,2461,True,neutral
flask-32,Submitted,8,14629,14629,0.0,,1,0,True,1,2569,True,neutral
flask-33,Submitted,9,30763,30763,0.0,,1,0,True,1,2285,True,neutral
flask-34,Submitted,3,4735,4735,0.0,,0,0,True,1,1851,True,neutral
flask-35,Submitted,3,4897,4897,0.0,,0,0,True,1,2660,True,neutral
flask-37,Submitted,3,5617,5617,0.0,,0,0,True,1,2978,True,neutral
flask-38,Submitted,4,9288,9288,0.0,,0,0,True,1,2360,True,neutral
flask-36,Submitted,18,133661,133661,0.0,,1,0,True,1,2307,True,neutral
flask-39,Submitted,5,20755,20755,0.0,,0,0,True,1,2515,True,neutral
flask-42,Submitted,3,7579,7579,0.0,,0,0,False,0,0,,neutral
flask-41,Submitted,8,32664,32664,0.0,,1,0,True,2,4368,True,neutral
flask-43,Submitted,7,15587,15587,0.0,,0,0,True,1,2718,True,neutral
flask-40,Submitted,22,123490,123490,0.0,,1,0,True,1,2564,True,neutral
flask-44,Submitted,9,54380,54380,0.0,,0,0,True,1,2550,True,neutral
flask-47,Submitted,7,13062,13062,0.0,,0,0,False,0,0,,neutral
flask-46,Submitted,8,22797,22797,0.0,,1,0,True,1,3148,True,neutral
flask-45,Submitted,8,28396,28396,0.0,,1,0,True,2,4846,True,neutral
matplotlib-2,Submitted,8,28202,28202,0.0,,1,0,True,1,2201,True,neutral
matplotlib-3,Submitted,7,16565,16565,0.0,,0,0,True,1,3986,True,neutral
matplotlib-0,LimitsExceeded,30,162117,162117,0.0,,1,0,True,1,1882,True,neutral
matplotlib-4,Submitted,7,19432,19432,0.0,,0,0,True,2,5561,True,neutral
matplotlib-1,LimitsExceeded,30,112499,112499,0.0,,0,0,True,1,2961,True,neutral
matplotlib-6,Submitted,3,6482,6482,0.0,,0,0,True,1,2841,True,neutral
matplotlib-7,Submitted,3,6622,6622,0.0,,0,0,True,1,3880,True,neutral
matplotlib-10,Submitted,6,14465,14465,0.0,,0,0,True,1,3102,True,neutral
matplotlib-8,Submitted,10,30727,30727,0.0,,1,0,True,2,5245,True,neutral
matplotlib-9,Submitted,24,151776,151776,0.0,,0,0,True,1,3936,True,neutral
matplotlib-11,Submitted,10,32206,32206,0.0,,0,1,True,1,2077,True,neutral
matplotlib-12,Submitted,4,10828,10828,0.0,,0,0,True,1,3156,True,neutral
matplotlib-13,Submitted,7,27983,27983,0.0,,0,0,True,2,6381,True,neutral
matplotlib-5,Submitted,30,190223,190223,0.0,,0,0,True,4,10150,True,neutral
matplotlib-15,Submitted,11,35628,35628,0.0,,0,0,True,1,3092,True,neutral
matplotlib-14,Submitted,20,82218,82218,0.0,,0,0,True,1,2776,True,neutral
matplotlib-16,Submitted,4,9258,9258,0.0,,0,0,True,1,2845,True,neutral
matplotlib-17,Submitted,17,58626,58626,0.0,,1,0,True,1,3052,True,neutral
matplotlib-19,Submitted,5,11496,11496,0.0,,0,0,True,1,2464,True,neutral
matplotlib-18,Submitted,10,26484,26484,0.0,,0,0,True,1,2236,True,neutral
matplotlib-20,Submitted,15,54823,54823,0.0,,0,0,True,1,3326,True,neutral
matplotlib-22,Submitted,7,19585,19585,0.0,,0,0,True,1,3820,True,neutral
matplotlib-23,Submitted,10,36650,36650,0.0,,1,0,True,1,3468,True,neutral
matplotlib-21,Submitted,27,136032,136032,0.0,,0,0,True,1,3411,True,neutral
matplotlib-27,Submitted,1,1163,1163,0.0,,0,0,False,0,0,,neutral
matplotlib-28,Submitted,3,4021,4021,0.0,,0,0,False,0,0,,neutral
matplotlib-25,Submitted,14,48213,48213,0.0,,1,0,True,1,2110,True,neutral
matplotlib-24,Submitted,19,97159,97159,0.0,,0,0,True,1,3846,True,neutral
matplotlib-30,Submitted,3,5793,5793,0.0,,0,0,True,1,2735,True,neutral
matplotlib-26,Submitted,9,32214,32214,0.0,,1,1,True,1,2191,True,neutral
matplotlib-29,Submitted,18,69077,69077,0.0,,1,0,True,1,3342,True,neutral
matplotlib-31,Submitted,7,21139,21139,0.0,,0,0,True,1,3121,True,neutral
matplotlib-35,Submitted,2,2079,2079,0.0,,0,0,False,0,0,,neutral
matplotlib-32,Submitted,8,18265,18265,0.0,,2,0,True,1,3189,True,neutral
matplotlib-33,Submitted,5,12581,12581,0.0,,0,0,True,1,3308,True,neutral
matplotlib-34,Submitted,6,17876,17876,0.0,,1,1,True,1,2841,True,neutral
matplotlib-36,Submitted,4,11114,11114,0.0,,0,0,True,1,3156,True,neutral
matplotlib-37,Submitted,6,15465,15465,0.0,,0,0,True,1,3327,True,neutral
matplotlib-38,Submitted,14,51828,51828,0.0,,1,0,True,1,2110,True,neutral
matplotlib-41,Submitted,4,13847,13847,0.0,,0,0,True,1,3234,True,neutral
matplotlib-42,Submitted,5,12364,12364,0.0,,0,0,True,1,3071,True,neutral
matplotlib-40,Submitted,8,37402,37402,0.0,,0,0,True,3,6602,True,neutral
matplotlib-39,Submitted,29,213255,213255,0.0,,1,0,True,2,4169,True,neutral
matplotlib-44,Submitted,7,25601,25601,0.0,,1,0,True,1,2203,True,neutral
matplotlib-45,Submitted,4,11084,11084,0.0,,0,0,True,1,3135,True,neutral
matplotlib-43,Submitted,11,72833,72833,0.0,,0,0,True,1,3081,True,neutral
matplotlib-46,Submitted,5,13392,13392,0.0,,0,0,True,1,2569,True,neutral
pylint-1,Submitted,4,8322,8322,0.0,,0,1,True,1,3870,True,neutral
pylint-2,Submitted,6,20452,20452,0.0,,0,0,True,1,3094,True,neutral
pylint-3,Submitted,7,23670,23670,0.0,,1,1,True,1,4110,True,neutral
pylint-0,Submitted,22,133774,133774,0.0,,0,0,True,1,3455,True,neutral
pylint-5,Submitted,4,5174,5174,0.0,,0,0,False,0,0,,neutral
pylint-4,Submitted,3,6290,6290,0.0,,0,0,True,1,3698,True,neutral
pylint-6,Submitted,3,5308,5308,0.0,,0,0,True,1,3385,True,neutral
matplotlib-47,Submitted,17,97050,97050,0.0,,1,0,True,1,2393,True,neutral
pylint-8,Submitted,9,25074,25074,0.0,,1,0,True,1,2274,True,neutral
pylint-9,Submitted,5,14627,14627,0.0,,0,0,True,1,2657,True,neutral
pylint-10,Submitted,5,13332,13332,0.0,,0,0,True,1,3297,True,neutral
pylint-7,Submitted,30,222340,222340,0.0,,1,0,True,1,3242,True,neutral
pylint-13,Submitted,6,15813,15813,0.0,,0,0,False,0,0,,neutral
pylint-11,Submitted,13,43166,43166,0.0,,0,2,True,1,3094,True,neutral
pylint-12,Submitted,12,39366,39366,0.0,,0,0,True,1,3472,True,neutral
pylint-16,Submitted,8,22032,22032,0.0,,1,0,True,1,3617,True,neutral
pylint-17,Submitted,12,51861,51861,0.0,,0,0,False,0,0,,neutral
pylint-19,Submitted,8,28940,28940,0.0,,0,0,False,0,0,,neutral
pylint-14,Submitted,21,126547,126547,0.0,,2,0,True,1,3426,True,neutral
pylint-15,Submitted,24,127923,127923,0.0,,1,0,True,1,3583,True,neutral
pylint-21,Submitted,13,50870,50870,0.0,,2,0,True,1,3387,True,neutral
pylint-20,Submitted,18,70547,70547,0.0,,1,0,True,1,3336,True,neutral
pylint-22,Submitted,8,34444,34444,0.0,,0,0,True,2,7140,True,neutral
pylint-18,LimitsExceeded,30,170334,170334,0.0,,0,1,True,2,5839,True,neutral
pylint-25,Submitted,9,27627,27627,0.0,,0,0,True,1,2499,True,neutral
pylint-24,Submitted,15,92480,92480,0.0,,1,0,True,1,3277,True,neutral
pylint-23,Submitted,30,120942,120942,0.0,,1,0,True,1,3454,True,neutral
pylint-26,Submitted,15,61827,61827,0.0,,0,0,True,1,2926,True,neutral
pylint-29,Submitted,8,24235,24235,0.0,,0,0,True,1,3692,True,neutral
pylint-27,Submitted,8,36952,36952,0.0,,0,0,True,2,6895,True,neutral
pylint-31,Submitted,6,18088,18088,0.0,,1,0,True,1,3605,True,neutral
pylint-32,Submitted,5,11277,11277,0.0,,1,1,True,1,3313,True,neutral
pylint-30,Submitted,21,91092,91092,0.0,,1,0,True,2,6224,True,neutral
pylint-28,Submitted,17,96460,96460,0.0,,2,0,True,3,10111,True,neutral
pylint-33,Submitted,6,17549,17549,0.0,,0,0,True,1,3912,True,neutral
pylint-34,Submitted,5,11031,11031,0.0,,0,0,True,1,3675,True,neutral
pylint-35,Submitted,7,24270,24270,0.0,,1,0,True,1,3499,True,neutral
pylint-36,Submitted,7,18386,18386,0.0,,0,0,True,1,3571,True,neutral
pylint-37,Submitted,7,18855,18855,0.0,,1,0,True,1,3110,True,neutral
pylint-38,Submitted,12,40105,40105,0.0,,1,0,True,1,3387,True,neutral
pylint-42,Submitted,5,18990,18990,0.0,,0,0,True,1,3616,True,neutral
pylint-41,Submitted,11,36393,36393,0.0,,1,0,True,1,3537,True,neutral
pylint-39,Submitted,13,77681,77681,0.0,,0,2,True,1,3604,True,neutral
pylint-40,Submitted,6,25850,25850,0.0,,0,0,True,2,5768,True,neutral
pylint-43,Submitted,15,77064,77064,0.0,,0,0,True,1,3678,True,neutral
pylint-44,Submitted,12,38697,38697,0.0,,1,0,True,1,2992,True,neutral
pylint-45,Submitted,4,9528,9528,0.0,,0,0,True,1,3630,True,neutral
pytest-0,Submitted,5,7037,7037,0.0,,0,0,False,0,0,,neutral
pylint-47,Submitted,7,19318,19318,0.0,,0,0,True,1,3548,True,neutral
pytest-2,Submitted,13,50429,50429,0.0,,1,0,True,1,3389,True,neutral
pytest-3,Submitted,11,36375,36375,0.0,,1,0,True,2,6401,True,neutral
pytest-1,Submitted,29,160774,160774,0.0,,1,0,True,2,5202,True,neutral
pylint-46,Submitted,15,109557,109557,0.0,,1,0,True,5,17104,True,neutral
pytest-5,Submitted,9,25877,25877,0.0,,1,0,True,1,3664,True,neutral
pytest-4,LimitsExceeded,30,128143,128143,0.0,,1,0,True,1,2644,False,neutral
pytest-7,Submitted,8,21230,21230,0.0,,1,0,True,1,4253,True,neutral
pytest-6,Submitted,12,45815,45815,0.0,,0,0,True,1,3706,True,neutral
pytest-8,Submitted,8,27529,27529,0.0,,1,0,True,2,6348,True,neutral
pytest-10,Submitted,13,41791,41791,0.0,,1,0,True,1,2693,True,neutral
pytest-13,Submitted,4,8539,8539,0.0,,0,0,True,1,3882,True,neutral
pytest-9,Submitted,9,50002,50002,0.0,,0,0,True,3,8746,True,neutral
pytest-12,Submitted,17,79601,79601,0.0,,1,0,True,1,2370,True,neutral
pytest-11,Submitted,30,143981,143981,0.0,,1,0,True,1,3526,True,neutral
pytest-16,Submitted,20,71013,71013,0.0,,1,0,True,1,2818,True,neutral
pytest-14,Submitted,30,142363,142363,0.0,,0,0,True,1,3000,True,neutral
pytest-15,Submitted,11,58154,58154,0.0,,2,0,True,3,10543,True,neutral
pytest-17,Submitted,18,63265,63265,0.0,,0,1,True,1,3882,True,neutral
pytest-19,Submitted,12,61709,61709,0.0,,1,0,True,3,10996,True,neutral
pytest-21,Submitted,11,32490,32490,0.0,,1,0,True,1,2557,True,neutral
pytest-20,Submitted,7,27658,27658,0.0,,0,0,True,3,10679,True,neutral
pytest-18,LimitsExceeded,30,185194,185194,0.0,,0,0,True,1,2484,True,neutral
pytest-22,Submitted,10,34220,34220,0.0,,0,0,True,1,3131,True,neutral
pytest-23,Submitted,20,102033,102033,0.0,,0,0,True,3,9939,True,neutral
pytest-26,Submitted,25,149403,149403,0.0,,2,0,True,1,3477,True,neutral
pytest-28,Submitted,12,35117,35117,0.0,,1,0,True,1,2079,True,neutral
pytest-27,Submitted,10,42706,42706,0.0,,1,0,True,2,7781,True,neutral
pytest-25,Submitted,30,201170,201170,0.0,,2,0,True,3,7393,True,neutral
pytest-30,Submitted,8,27004,27004,0.0,,1,0,True,1,3218,True,neutral
pytest-32,Submitted,3,3851,3851,0.0,,0,0,False,0,0,,neutral
pytest-33,Submitted,3,4336,4336,0.0,,0,0,False,0,0,,neutral
pytest-31,Submitted,7,18355,18355,0.0,,1,0,True,1,3684,True,neutral
pytest-24,Submitted,19,152643,152643,0.0,,1,0,True,7,18228,True,neutral
pytest-35,Submitted,4,5151,5151,0.0,,0,0,False,0,0,,neutral
pytest-29,Submitted,10,36089,36089,0.0,,2,0,True,2,7099,True,neutral
pytest-37,Submitted,3,5561,5561,0.0,,0,0,False,0,0,,neutral
pytest-34,Submitted,9,28601,28601,0.0,,2,0,True,2,7212,True,neutral
pytest-36,LimitsExceeded,30,170220,170220,0.0,,1,0,True,1,4174,False,neutral
pytest-40,Submitted,11,39589,39589,0.0,,1,0,True,1,4047,True,neutral
pytest-38,Submitted,10,37706,37706,0.0,,1,1,True,2,6670,True,neutral
pytest-43,Submitted,8,34133,34133,0.0,,1,1,True,1,3126,True,neutral
pytest-42,Submitted,16,59989,59989,0.0,,1,0,True,2,5337,True,neutral
pytest-39,Submitted,28,233687,233687,0.0,,1,0,True,3,9044,True,neutral
pytest-44,Submitted,11,36001,36001,0.0,,0,0,True,1,3594,True,neutral
pytest-45,Submitted,7,20333,20333,0.0,,0,0,True,1,4262,True,neutral
pytest-46,Submitted,5,14499,14499,0.0,,0,0,True,1,3655,True,neutral
pytest-47,Submitted,10,41455,41455,0.0,,0,0,True,1,2275,True,neutral
