instance_id,exit_status,steps,trace_tokens,billed_tokens,cost_usd,correct,tools_prompt
conan-26,Submitted,28,274405,274405,0.0,,search_first
conan-29,Submitted,9,46875,46875,0.0,,search_first
conan-32,Submitted,5,11234,11234,0.0,,search_first
conan-30,Submitted,6,24531,24531,0.0,,search_first
conan-34,Submitted,7,45265,45265,0.0,,search_first
conan-31,Submitted,33,289731,289731,0.0,,search_first
conan-35,Submitted,15,89169,89169,0.0,,search_first
conan-33,Submitted,19,192566,192566,0.0,,search_first
conan-36,Submitted,43,623336,623336,0.0,,search_first
conan-37,Submitted,42,277911,277911,0.0,,search_first
conan-38,Submitted,37,315939,315939,0.0,,search_first
conan-39,Submitted,73,793643,793643,0.0,,search_first
conan-42,Submitted,18,107769,107769,0.0,,search_first
conan-40,Submitted,42,408897,408897,0.0,,search_first
conan-41,Submitted,40,421447,421447,0.0,,search_first
conan-45,Submitted,5,10827,10827,0.0,,search_first
conan-43,Submitted,43,686200,686200,0.0,,search_first
conan-44,Submitted,35,400522,400522,0.0,,search_first
conan-46,Submitted,38,425906,425906,0.0,,search_first
django-1,Submitted,12,70054,70054,0.0,,search_first
django-0,Submitted,50,456190,456190,0.0,,search_first
conan-47,Submitted,62,935410,935410,0.0,,search_first
django-3,Submitted,18,46787,46787,0.0,,search_first
django-2,Submitted,18,308774,308774,0.0,,search_first
django-4,Submitted,53,443617,443617,0.0,,search_first
django-5,Submitted,38,293414,293414,0.0,,search_first
django-6,Submitted,63,372792,372792,0.0,,search_first
django-7,Submitted,44,325198,325198,0.0,,search_first
django-11,Submitted,9,18417,18417,0.0,,search_first
django-9,Submitted,43,286310,286310,0.0,,search_first
django-10,Submitted,17,80939,80939,0.0,,search_first
django-8,Submitted,57,501790,501790,0.0,,search_first
django-13,Submitted,14,77308,77308,0.0,,search_first
django-12,Submitted,59,501263,501263,0.0,,search_first
django-14,Submitted,43,490344,490344,0.0,,search_first
django-16,Submitted,26,92747,92747,0.0,,search_first
django-15,Submitted,18,159357,159357,0.0,,search_first
django-19,Submitted,19,105279,105279,0.0,,search_first
django-18,Submitted,41,196045,196045,0.0,,search_first
django-17,Submitted,59,660448,660448,0.0,,search_first
django-20,Submitted,31,171517,171517,0.0,,search_first
django-22,Submitted,51,404956,404956,0.0,,search_first
django-21,Submitted,31,541741,541741,0.0,,search_first
django-24,Submitted,19,131095,131095,0.0,,search_first
django-23,Submitted,25,92545,92545,0.0,,search_first
django-27,Submitted,21,134809,134809,0.0,,search_first
django-26,Submitted,31,213677,213677,0.0,,search_first
django-28,Submitted,36,254451,254451,0.0,,search_first
django-29,Submitted,34,292602,292602,0.0,,search_first
django-25,Submitted,59,380775,380775,0.0,,search_first
django-30,Submitted,16,51897,51897,0.0,,search_first
django-31,Submitted,38,197534,197534,0.0,,search_first
django-34,Submitted,17,68713,68713,0.0,,search_first
django-33,Submitted,29,181614,181614,0.0,,search_first
django-32,Submitted,31,372072,372072,0.0,,search_first
django-35,Submitted,21,122727,122727,0.0,,search_first
django-36,Submitted,44,411134,411134,0.0,,search_first
django-37,Submitted,36,237350,237350,0.0,,search_first
django-41,Submitted,4,7955,7955,0.0,,search_first
django-39,Submitted,28,262489,262489,0.0,,search_first
django-40,Submitted,29,183497,183497,0.0,,search_first
django-38,Submitted,37,442574,442574,0.0,,search_first
django-42,Submitted,35,244935,244935,0.0,,search_first
django-43,Submitted,24,172671,172671,0.0,,search_first
django-44,Submitted,24,163155,163155,0.0,,search_first
django-46,Submitted,30,152976,152976,0.0,,search_first
flask-1,Submitted,3,4252,4252,0.0,,search_first
flask-0,Submitted,9,29958,29958,0.0,,search_first
flask-2,Submitted,13,80225,80225,0.0,,search_first
flask-3,Submitted,7,15875,15875,0.0,,search_first
flask-5,Submitted,10,29561,29561,0.0,,search_first
flask-4,Submitted,11,57608,57608,0.0,,search_first
flask-6,Submitted,13,69845,69845,0.0,,search_first
django-45,Submitted,55,950664,950664,0.0,,search_first
flask-7,Submitted,5,11589,11589,0.0,,search_first
django-47,Submitted,37,237041,237041,0.0,,search_first
flask-10,Submitted,9,41171,41171,0.0,,search_first
flask-9,Submitted,8,34786,34786,0.0,,search_first
flask-8,Submitted,14,64338,64338,0.0,,search_first
flask-11,Submitted,12,64799,64799,0.0,,search_first
flask-13,Submitted,10,20991,20991,0.0,,search_first
flask-12,Submitted,11,53007,53007,0.0,,search_first
flask-17,Submitted,8,31220,31220,0.0,,search_first
flask-15,Submitted,5,12316,12316,0.0,,search_first
flask-16,Submitted,9,33497,33497,0.0,,search_first
flask-18,Submitted,8,22097,22097,0.0,,search_first
flask-14,Submitted,12,34016,34016,0.0,,search_first
flask-21,Submitted,11,32935,32935,0.0,,search_first
flask-19,Submitted,6,17661,17661,0.0,,search_first
flask-20,Submitted,8,30261,30261,0.0,,search_first
flask-23,Submitted,10,32555,32555,0.0,,search_first
flask-22,Submitted,9,45153,45153,0.0,,search_first
flask-26,Submitted,5,6563,6563,0.0,,search_first
flask-24,Submitted,9,25578,25578,0.0,,search_first
flask-25,Submitted,7,21648,21648,0.0,,search_first
flask-28,Submitted,5,7079,7079,0.0,,search_first
flask-30,Submitted,8,19266,19266,0.0,,search_first
flask-29,Submitted,19,61172,61172,0.0,,search_first
flask-31,Submitted,5,10521,10521,0.0,,search_first
flask-27,Submitted,7,18693,18693,0.0,,search_first
flask-33,Submitted,3,4971,4971,0.0,,search_first
flask-35,Submitted,3,3112,3112,0.0,,search_first
flask-34,Submitted,4,5954,5954,0.0,,search_first
flask-38,Submitted,4,9308,9308,0.0,,search_first
flask-37,Submitted,5,11205,11205,0.0,,search_first
flask-39,Submitted,9,35210,35210,0.0,,search_first
flask-32,Submitted,19,110369,110369,0.0,,search_first
flask-40,Submitted,13,48617,48617,0.0,,search_first
flask-36,Submitted,16,88955,88955,0.0,,search_first
flask-41,Submitted,6,25274,25274,0.0,,search_first
flask-42,Submitted,8,34275,34275,0.0,,search_first
flask-44,Submitted,5,9645,9645,0.0,,search_first
flask-43,Submitted,9,41012,41012,0.0,,search_first
flask-45,Submitted,5,16750,16750,0.0,,search_first
flask-46,Submitted,6,36224,36224,0.0,,search_first
matplotlib-1,Submitted,10,19603,19603,0.0,,search_first
matplotlib-0,Submitted,7,27997,27997,0.0,,search_first
matplotlib-3,Submitted,10,43213,43213,0.0,,search_first
flask-47,Submitted,23,180517,180517,0.0,,search_first
matplotlib-4,Submitted,10,34887,34887,0.0,,search_first
matplotlib-6,Submitted,3,3315,3315,0.0,,search_first
matplotlib-2,Submitted,11,59696,59696,0.0,,search_first
matplotlib-7,Submitted,12,33313,33313,0.0,,search_first
matplotlib-9,Submitted,13,39889,39889,0.0,,search_first
matplotlib-5,Submitted,22,156238,156238,0.0,,search_first
matplotlib-10,Submitted,8,32889,32889,0.0,,search_first
matplotlib-11,Submitted,8,23249,23249,0.0,,search_first
matplotlib-12,Submitted,10,45791,45791,0.0,,search_first
matplotlib-8,Submitted,37,205705,205705,0.0,,search_first
matplotlib-15,Submitted,12,33339,33339,0.0,,search_first
matplotlib-13,Submitted,13,73328,73328,0.0,,search_first
matplotlib-17,Submitted,14,43706,43706,0.0,,search_first
matplotlib-18,Submitted,7,22032,22032,0.0,,search_first
matplotlib-16,Submitted,18,91663,91663,0.0,,search_first
matplotlib-14,Submitted,8,37170,37170,0.0,,search_first
matplotlib-22,Submitted,8,21137,21137,0.0,,search_first
matplotlib-21,Submitted,7,36103,36103,0.0,,search_first
matplotlib-19,Submitted,6,19097,19097,0.0,,search_first
matplotlib-23,Submitted,6,17379,17379,0.0,,search_first
matplotlib-20,Submitted,18,154473,154473,0.0,,search_first
matplotlib-25,Submitted,18,97738,97738,0.0,,search_first
matplotlib-24,Submitted,15,51090,51090,0.0,,search_first
matplotlib-28,Submitted,5,6542,6542,0.0,,search_first
matplotlib-27,Submitted,10,31056,31056,0.0,,search_first
matplotlib-29,Submitted,12,45290,45290,0.0,,search_first
matplotlib-30,Submitted,6,20925,20925,0.0,,search_first
matplotlib-31,Submitted,9,30971,30971,0.0,,search_first
matplotlib-33,Submitted,2,3026,3026,0.0,,search_first
matplotlib-32,Submitted,5,11300,11300,0.0,,search_first
matplotlib-34,Submitted,3,3236,3236,0.0,,search_first
matplotlib-35,Submitted,3,3813,3813,0.0,,search_first
matplotlib-26,Submitted,43,380438,380438,0.0,,search_first
matplotlib-37,Submitted,8,29632,29632,0.0,,search_first
matplotlib-36,Submitted,6,23284,23284,0.0,,search_first
matplotlib-38,Submitted,14,80474,80474,0.0,,search_first
matplotlib-41,Submitted,6,17113,17113,0.0,,search_first
matplotlib-42,Submitted,5,10759,10759,0.0,,search_first
matplotlib-39,Submitted,23,102294,102294,0.0,,search_first
matplotlib-44,Submitted,11,35069,35069,0.0,,search_first
matplotlib-43,Submitted,7,27861,27861,0.0,,search_first
matplotlib-46,Submitted,4,10915,10915,0.0,,search_first
matplotlib-47,Submitted,13,95736,95736,0.0,,search_first
matplotlib-45,Submitted,7,26686,26686,0.0,,search_first
pylint-1,Submitted,5,14695,14695,0.0,,search_first
matplotlib-40,Submitted,59,636275,636275,0.0,,search_first
pylint-3,Submitted,6,18919,18919,0.0,,search_first
pylint-5,Submitted,6,16061,16061,0.0,,search_first
pylint-4,Submitted,12,72680,72680,0.0,,search_first
pylint-2,Submitted,10,49966,49966,0.0,,search_first
pylint-6,Submitted,7,24304,24304,0.0,,search_first
pylint-0,Submitted,28,322364,322364,0.0,,search_first
pylint-7,Submitted,5,16046,16046,0.0,,search_first
pylint-9,Submitted,6,20601,20601,0.0,,search_first
pylint-8,Submitted,11,43177,43177,0.0,,search_first
pylint-10,Submitted,9,47658,47658,0.0,,search_first
pylint-13,Submitted,10,43843,43843,0.0,,search_first
pylint-11,Submitted,14,93838,93838,0.0,,search_first
pylint-12,Submitted,10,47405,47405,0.0,,search_first
pylint-16,Submitted,8,35028,35028,0.0,,search_first
pylint-14,Submitted,12,119762,119762,0.0,,search_first
pylint-19,Submitted,7,33377,33377,0.0,,search_first
pylint-18,Submitted,7,28974,28974,0.0,,search_first
pylint-21,Submitted,5,16425,16425,0.0,,search_first
pylint-17,Submitted,9,54338,54338,0.0,,search_first
pylint-20,Submitted,19,176540,176540,0.0,,search_first
pylint-22,Submitted,5,20933,20933,0.0,,search_first
pylint-24,Submitted,9,31976,31976,0.0,,search_first
pylint-15,Submitted,22,298183,298183,0.0,,search_first
pylint-23,Submitted,43,282752,282752,0.0,,search_first
pylint-25,Submitted,10,65024,65024,0.0,,search_first
pylint-26,Submitted,10,60056,60056,0.0,,search_first
pylint-29,Submitted,8,33574,33574,0.0,,search_first
pylint-27,Submitted,12,75345,75345,0.0,,search_first
pylint-28,Submitted,18,150121,150121,0.0,,search_first
pylint-31,Submitted,8,43861,43861,0.0,,search_first
pylint-32,Submitted,6,23323,23323,0.0,,search_first
pylint-35,Submitted,4,8855,8855,0.0,,search_first
pylint-30,Submitted,14,136700,136700,0.0,,search_first
pylint-34,Submitted,9,27060,27060,0.0,,search_first
pylint-33,Submitted,16,150670,150670,0.0,,search_first
pylint-36,Submitted,10,71216,71216,0.0,,search_first
pylint-37,Submitted,9,39131,39131,0.0,,search_first
pylint-40,Submitted,6,18429,18429,0.0,,search_first
pylint-39,Submitted,7,33543,33543,0.0,,search_first
pylint-38,Submitted,15,104199,104199,0.0,,search_first
pylint-44,Submitted,7,26752,26752,0.0,,search_first
pylint-41,Submitted,14,141173,141173,0.0,,search_first
pylint-43,Submitted,25,211776,211776,0.0,,search_first
pylint-42,Submitted,15,117696,117696,0.0,,search_first
pylint-45,Submitted,12,52026,52026,0.0,,search_first
pylint-46,Submitted,10,45465,45465,0.0,,search_first
pytest-0,Submitted,9,33374,33374,0.0,,search_first
pytest-2,Submitted,7,22636,22636,0.0,,search_first
pytest-1,Submitted,18,81906,81906,0.0,,search_first
pytest-3,Submitted,11,65549,65549,0.0,,search_first
pylint-47,Submitted,16,104278,104278,0.0,,search_first
pytest-5,Submitted,9,41578,41578,0.0,,search_first
pytest-4,Submitted,26,312619,312619,0.0,,search_first
pytest-7,Submitted,7,25764,25764,0.0,,search_first
pytest-8,Submitted,7,22855,22855,0.0,,search_first
pytest-9,Submitted,11,49088,49088,0.0,,search_first
pytest-6,Submitted,15,108824,108824,0.0,,search_first
pytest-11,Submitted,12,64324,64324,0.0,,search_first
pytest-13,Submitted,14,93125,93125,0.0,,search_first
pytest-10,Submitted,29,290478,290478,0.0,,search_first
pytest-14,Submitted,17,121300,121300,0.0,,search_first
pytest-12,Submitted,23,261528,261528,0.0,,search_first
pytest-18,Submitted,12,76484,76484,0.0,,search_first
pytest-15,Submitted,17,156418,156418,0.0,,search_first
pytest-17,Submitted,25,180313,180313,0.0,,search_first
pytest-16,Submitted,20,208327,208327,0.0,,search_first
pytest-20,Submitted,7,20862,20862,0.0,,search_first
pytest-19,Submitted,13,63357,63357,0.0,,search_first
pytest-22,ValueError,5,13071,13071,0.0,,search_first
pytest-21,Submitted,8,43500,43500,0.0,,search_first
pytest-24,Submitted,14,46170,46170,0.0,,search_first
pytest-23,Submitted,16,115412,115412,0.0,,search_first
pytest-25,Submitted,17,66384,66384,0.0,,search_first
pytest-28,Submitted,6,15031,15031,0.0,,search_first
pytest-27,Submitted,10,40824,40824,0.0,,search_first
pytest-29,Submitted,6,15030,15030,0.0,,search_first
pytest-26,Submitted,13,47061,47061,0.0,,search_first
pytest-32,Submitted,4,9820,9820,0.0,,search_first
pytest-33,Submitted,30,137788,137788,0.0,,search_first
pytest-30,Submitted,8,39096,39096,0.0,,search_first
pytest-34,Submitted,6,19943,19943,0.0,,search_first
pytest-31,Submitted,9,45546,45546,0.0,,search_first
pytest-35,Submitted,3,5651,5651,0.0,,search_first
pytest-38,Submitted,6,20514,20514,0.0,,search_first
pytest-37,Submitted,8,39366,39366,0.0,,search_first
pytest-39,Submitted,29,122265,122265,0.0,,search_first
pytest-40,Submitted,12,98488,98488,0.0,,search_first
pytest-36,Submitted,25,309155,309155,0.0,,search_first
pytest-41,Submitted,11,37895,37895,0.0,,search_first
pytest-42,Submitted,22,182723,182723,0.0,,search_first
pytest-45,Submitted,7,16047,16047,0.0,,search_first
pytest-43,Submitted,9,50525,50525,0.0,,search_first
pytest-44,Submitted,10,42494,42494,0.0,,search_first
pytest-47,Submitted,12,61180,61180,0.0,,search_first
reflex-1,Submitted,10,48129,48129,0.0,,search_first
pytest-46,Submitted,10,85332,85332,0.0,,search_first
reflex-0,Submitted,22,192043,192043,0.0,,search_first
reflex-2,Submitted,28,221724,221724,0.0,,search_first
reflex-3,Submitted,17,164408,164408,0.0,,search_first
reflex-6,Submitted,7,25451,25451,0.0,,search_first
reflex-5,Submitted,23,170851,170851,0.0,,search_first
reflex-9,Submitted,7,28399,28399,0.0,,search_first
reflex-8,Submitted,20,115654,115654,0.0,,search_first
reflex-4,Submitted,57,753274,753274,0.0,,search_first
reflex-11,Submitted,17,39817,39817,0.0,,search_first
reflex-7,Submitted,49,603231,603231,0.0,,search_first
reflex-12,Submitted,23,134309,134309,0.0,,search_first
reflex-10,Submitted,49,466183,466183,0.0,,search_first
reflex-13,Submitted,24,144426,144426,0.0,,search_first
reflex-16,Submitted,25,191976,191976,0.0,,search_first
reflex-18,Submitted,7,21913,21913,0.0,,search_first
reflex-14,Submitted,26,203174,203174,0.0,,search_first
reflex-15,Submitted,42,429540,429540,0.0,,search_first
reflex-17,Submitted,30,273568,273568,0.0,,search_first
reflex-21,Submitted,7,34236,34236,0.0,,search_first
reflex-20,Submitted,15,96324,96324,0.0,,search_first
reflex-23,Submitted,12,55581,55581,0.0,,search_first
reflex-19,Submitted,26,252377,252377,0.0,,search_first
reflex-24,Submitted,24,144414,144414,0.0,,search_first
reflex-27,Submitted,7,31891,31891,0.0,,search_first
reflex-22,Submitted,50,642026,642026,0.0,,search_first
reflex-25,Submitted,30,277544,289651,0.0,,search_first
reflex-28,Submitted,13,94472,94472,0.0,,search_first
reflex-30,Submitted,18,113712,113712,0.0,,search_first
reflex-29,Submitted,31,298082,298082,0.0,,search_first
reflex-33,Submitted,51,522815,522815,0.0,,search_first
reflex-31,Submitted,28,256453,256453,0.0,,search_first
reflex-32,Submitted,45,540469,540469,0.0,,search_first
reflex-34,Submitted,11,70205,70205,0.0,,search_first
reflex-35,Submitted,17,158580,158580,0.0,,search_first
reflex-37,Submitted,13,88618,88618,0.0,,search_first
reflex-36,Submitted,46,667428,667428,0.0,,search_first
reflex-26,Submitted,42,573925,588279,0.0,,search_first
reflex-41,Submitted,4,8645,8645,0.0,,search_first
reflex-38,Submitted,66,704935,704935,0.0,,search_first
reflex-42,Submitted,6,16794,16794,0.0,,search_first
reflex-39,Submitted,51,747993,747993,0.0,,search_first
reflex-40,Submitted,44,472575,472575,0.0,,search_first
reflex-43,Submitted,11,74404,74404,0.0,,search_first
reflex-46,Submitted,6,23833,23833,0.0,,search_first
reflex-44,Submitted,50,577788,577788,0.0,,search_first
reflex-47,Submitted,7,24687,24687,0.0,,search_first
requests-1,Submitted,4,7327,7327,0.0,,search_first
requests-2,Submitted,6,19155,19155,0.0,,search_first
requests-4,Submitted,4,8048,8048,0.0,,search_first
reflex-45,Submitted,34,358939,358939,0.0,,search_first
requests-3,Submitted,7,16145,16145,0.0,,search_first
requests-0,Submitted,11,57323,57323,0.0,,search_first
requests-6,Submitted,5,9391,9391,0.0,,search_first
requests-5,Submitted,7,18592,18592,0.0,,search_first
requests-8,Submitted,5,9229,9229,0.0,,search_first
requests-7,Submitted,8,18508,18508,0.0,,search_first
requests-9,Submitted,11,34378,34378,0.0,,search_first
requests-10,Submitted,6,14618,14618,0.0,,search_first
requests-12,Submitted,8,30907,30907,0.0,,search_first
requests-11,Submitted,7,33916,33916,0.0,,search_first
requests-13,Submitted,7,21660,21660,0.0,,search_first
requests-16,Submitted,4,8666,8666,0.0,,search_first
requests-14,Submitted,18,93139,93139,0.0,,search_first
requests-17,Submitted,5,14320,14320,0.0,,search_first
requests-20,Submitted,7,19573,19573,0.0,,search_first
requests-15,Submitted,9,28780,28780,0.0,,search_first
requests-19,Submitted,8,31692,31692,0.0,,search_first
requests-23,Submitted,11,37952,37952,0.0,,search_first
requests-18,Submitted,10,51767,51767,0.0,,search_first
requests-22,Submitted,12,44151,44151,0.0,,search_first
requests-21,Submitted,13,59485,59485,0.0,,search_first
requests-24,Submitted,4,6821,6821,0.0,,search_first
requests-25,Submitted,4,6807,6807,0.0,,search_first
requests-28,Submitted,3,3278,3278,0.0,,search_first
requests-26,Submitted,7,27806,27806,0.0,,search_first
requests-30,Submitted,3,3311,3311,0.0,,search_first
requests-27,Submitted,8,34011,34011,0.0,,search_first
requests-31,Submitted,5,13133,13133,0.0,,search_first
requests-34,Submitted,3,3143,3143,0.0,,search_first
requests-32,Submitted,4,7280,7280,0.0,,search_first
requests-33,Submitted,7,18059,18059,0.0,,search_first
requests-35,Submitted,3,5223,5223,0.0,,search_first
requests-29,Submitted,15,95686,95686,0.0,,search_first
requests-36,Submitted,7,28510,28510,0.0,,search_first
requests-37,Submitted,4,11131,11131,0.0,,search_first
requests-40,Submitted,8,40323,40323,0.0,,search_first
requests-41,Submitted,8,31009,31009,0.0,,search_first
requests-39,Submitted,7,29924,29924,0.0,,search_first
requests-38,Submitted,8,27509,27509,0.0,,search_first
requests-42,Submitted,5,9144,9144,0.0,,search_first
requests-43,Submitted,5,15211,15211,0.0,,search_first
requests-45,Submitted,7,22387,22387,0.0,,search_first
requests-44,Submitted,6,19756,19756,0.0,,search_first
requests-46,Submitted,6,18509,18509,0.0,,search_first
requests-47,Submitted,5,12065,12065,0.0,,search_first
scikit-learn-0,Submitted,10,37512,37512,0.0,,search_first
scikit-learn-1,Submitted,6,14992,14992,0.0,,search_first
scikit-learn-3,Submitted,6,13993,13993,0.0,,search_first
scikit-learn-2,Submitted,8,32751,32751,0.0,,search_first
scikit-learn-4,Submitted,4,8369,8369,0.0,,search_first
scikit-learn-8,Submitted,7,15182,15182,0.0,,search_first
scikit-learn-7,Submitted,6,9402,9402,0.0,,search_first
scikit-learn-6,Submitted,22,83835,83835,0.0,,search_first
scikit-learn-10,Submitted,5,7668,7668,0.0,,search_first
scikit-learn-9,Submitted,11,59672,59672,0.0,,search_first
scikit-learn-11,Submitted,10,42667,42667,0.0,,search_first
scikit-learn-5,Submitted,33,386198,386198,0.0,,search_first
scikit-learn-12,Submitted,34,212425,212425,0.0,,search_first
scikit-learn-15,Submitted,11,49653,49653,0.0,,search_first
scikit-learn-13,Submitted,11,73088,73088,0.0,,search_first
scikit-learn-14,Submitted,12,25461,25461,0.0,,search_first
scikit-learn-16,Submitted,9,20512,20512,0.0,,search_first
scikit-learn-17,Submitted,14,60062,60062,0.0,,search_first
scikit-learn-20,Submitted,5,9463,9463,0.0,,search_first
scikit-learn-19,Submitted,10,37236,37236,0.0,,search_first
scikit-learn-21,Submitted,14,83770,83770,0.0,,search_first
scikit-learn-23,Submitted,3,4636,4636,0.0,,search_first
scikit-learn-18,Submitted,47,360047,360047,0.0,,search_first
scikit-learn-22,Submitted,15,99132,99132,0.0,,search_first
scikit-learn-27,Submitted,3,3521,3521,0.0,,search_first
scikit-learn-26,Submitted,6,10014,10014,0.0,,search_first
scikit-learn-25,Submitted,29,259028,259028,0.0,,search_first
scikit-learn-29,Submitted,20,53870,53870,0.0,,search_first
scikit-learn-28,Submitted,8,33780,33780,0.0,,search_first
scikit-learn-32,Submitted,4,9257,9257,0.0,,search_first
scikit-learn-33,Submitted,8,12973,12973,0.0,,search_first
scikit-learn-34,Submitted,12,39564,39564,0.0,,search_first
scikit-learn-35,Submitted,3,5447,5447,0.0,,search_first
scikit-learn-36,Submitted,4,9144,9144,0.0,,search_first
scikit-learn-24,Submitted,50,441086,441086,0.0,,search_first
scikit-learn-37,Submitted,7,19434,19434,0.0,,search_first
scikit-learn-30,Submitted,27,152374,152374,0.0,,search_first
scikit-learn-31,Submitted,36,219015,219015,0.0,,search_first
scikit-learn-40,Submitted,10,49918,49918,0.0,,search_first
scikit-learn-39,Submitted,15,52168,52168,0.0,,search_first
scikit-learn-38,Submitted,28,159288,159288,0.0,,search_first
scikit-learn-44,Submitted,5,7319,7319,0.0,,search_first
scikit-learn-43,Submitted,50,421208,421208,0.0,,search_first
scikit-learn-45,Submitted,9,40666,40666,0.0,,search_first
scikit-learn-41,Submitted,25,154456,154456,0.0,,search_first
scikit-learn-42,Submitted,33,233623,233623,0.0,,search_first
sphinx-1,Submitted,12,45548,45548,0.0,,search_first
sphinx-2,Submitted,13,96660,96660,0.0,,search_first
scikit-learn-47,Submitted,32,425352,425352,0.0,,search_first
scikit-learn-46,Submitted,25,280251,280251,0.0,,search_first
sphinx-3,Submitted,9,56452,56452,0.0,,search_first
sphinx-4,Submitted,8,32402,32402,0.0,,search_first
sphinx-7,Submitted,8,31788,31788,0.0,,search_first
sphinx-6,Submitted,10,47462,47462,0.0,,search_first
sphinx-5,Submitted,18,177235,177235,0.0,,search_first
sphinx-8,Submitted,15,97240,97240,0.0,,search_first
sphinx-9,Submitted,12,74610,74610,0.0,,search_first
sphinx-10,Submitted,8,33736,33736,0.0,,search_first
sphinx-11,Submitted,12,56197,56197,0.0,,search_first
sphinx-12,Submitted,12,52377,52377,0.0,,search_first
sphinx-0,Submitted,9,31888,36998,0.0,,search_first
sphinx-14,Submitted,10,59098,59098,0.0,,search_first
sphinx-13,Submitted,10,50724,50724,0.0,,search_first
sphinx-15,Submitted,20,104094,104094,0.0,,search_first
