instance_id,exit_status,steps,trace_tokens,billed_tokens,cost_usd,correct,tools_prompt
conan-44,Submitted,52,662412,662412,0.0,,neutral
conan-47,Submitted,48,510308,510308,0.0,,neutral
django-0,Submitted,55,308709,308709,0.0,,neutral
django-1,Submitted,31,183663,183663,0.0,,neutral
django-2,Submitted,22,175882,175882,0.0,,neutral
django-3,Submitted,24,64528,64528,0.0,,neutral
conan-43,LimitsExceeded,120,3579839,3579839,0.0,,neutral
django-5,Submitted,35,204548,204548,0.0,,neutral
django-7,Submitted,35,138939,138939,0.0,,neutral
django-4,Submitted,56,371232,371232,0.0,,neutral
django-6,Submitted,40,255657,255657,0.0,,neutral
django-9,Submitted,5,8010,8010,0.0,,neutral
django-10,Submitted,10,75180,75180,0.0,,neutral
django-8,Submitted,21,92310,92310,0.0,,neutral
django-12,UndefinedError,16,44664,44664,0.0,,neutral
django-11,Submitted,42,297126,297126,0.0,,neutral
django-14,Submitted,31,193226,193226,0.0,,neutral
django-13,Submitted,41,311298,311298,0.0,,neutral
django-15,Submitted,40,185726,185726,0.0,,neutral
django-16,Submitted,53,489419,489419,0.0,,neutral
django-18,Submitted,37,134272,134272,0.0,,neutral
django-17,Submitted,44,208722,208722,0.0,,neutral
django-19,Submitted,54,336619,336619,0.0,,neutral
django-20,Submitted,41,345808,345808,0.0,,neutral
django-21,Submitted,29,194213,194213,0.0,,neutral
django-23,Submitted,18,72857,72857,0.0,,neutral
django-24,Submitted,15,32802,32802,0.0,,neutral
django-25,Submitted,35,147954,152837,0.0,,neutral
django-27,Submitted,13,27464,27464,0.0,,neutral
django-28,Submitted,8,12187,12187,0.0,,neutral
django-29,Submitted,18,47265,47265,0.0,,neutral
django-26,Submitted,45,268068,268068,0.0,,neutral
django-22,Submitted,64,695820,695820,0.0,,neutral
django-31,Submitted,25,63834,63834,0.0,,neutral
django-30,Submitted,22,62886,62886,0.0,,neutral
django-34,Submitted,13,21466,21466,0.0,,neutral
django-33,Submitted,43,171255,171255,0.0,,neutral
django-35,Submitted,50,180590,180590,0.0,,neutral
django-32,Submitted,23,110330,110330,0.0,,neutral
django-36,Submitted,5,11592,11592,0.0,,neutral
django-37,Submitted,16,28673,28673,0.0,,neutral
django-40,Submitted,11,28962,28962,0.0,,neutral
django-39,Submitted,33,219326,219326,0.0,,neutral
django-42,Submitted,4,6221,6221,0.0,,neutral
django-41,Submitted,38,206392,206392,0.0,,neutral
django-38,Submitted,33,279232,279232,0.0,,neutral
django-43,Submitted,9,31675,31675,0.0,,neutral
django-46,Submitted,6,8261,8261,0.0,,neutral
django-45,Submitted,8,13596,13596,0.0,,neutral
flask-1,Submitted,4,8282,8282,0.0,,neutral
flask-0,Submitted,8,25045,25045,0.0,,neutral
flask-3,Submitted,5,6596,6596,0.0,,neutral
django-47,Submitted,24,57638,57638,0.0,,neutral
flask-4,Submitted,5,9570,9570,0.0,,neutral
flask-6,Submitted,4,5179,5179,0.0,,neutral
flask-5,Submitted,6,13734,13734,0.0,,neutral
flask-7,Submitted,11,26750,26750,0.0,,neutral
flask-8,Submitted,8,26960,26960,0.0,,neutral
flask-2,Submitted,16,134879,134879,0.0,,neutral
flask-9,Submitted,7,15511,15511,0.0,,neutral
flask-11,Submitted,7,21106,21106,0.0,,neutral
flask-10,Submitted,8,34225,34225,0.0,,neutral
django-44,Submitted,44,423843,423843,0.0,,neutral
flask-12,Submitted,6,16696,16696,0.0,,neutral
flask-14,Submitted,10,26490,26490,0.0,,neutral
flask-15,Submitted,7,25785,25785,0.0,,neutral
flask-16,Submitted,6,17846,17846,0.0,,neutral
flask-13,Submitted,12,39416,39416,0.0,,neutral
flask-17,Submitted,9,37687,37687,0.0,,neutral
flask-19,Submitted,7,17649,17649,0.0,,neutral
flask-20,Submitted,6,13182,13182,0.0,,neutral
flask-18,Submitted,10,42609,42609,0.0,,neutral
flask-21,Submitted,8,31993,31993,0.0,,neutral
flask-23,Submitted,9,28244,28244,0.0,,neutral
flask-24,Submitted,6,18928,18928,0.0,,neutral
flask-26,Submitted,5,6192,6192,0.0,,neutral
flask-22,Submitted,8,41380,41380,0.0,,neutral
flask-25,Submitted,7,20983,20983,0.0,,neutral
flask-28,Submitted,4,4520,4520,0.0,,neutral
flask-27,Submitted,7,19841,19841,0.0,,neutral
flask-30,Submitted,3,7072,7072,0.0,,neutral
flask-31,Submitted,4,4667,4667,0.0,,neutral
flask-29,Submitted,6,10541,10541,0.0,,neutral
flask-34,Submitted,3,3622,3622,0.0,,neutral
flask-33,Submitted,12,25920,25920,0.0,,neutral
flask-35,Submitted,3,4072,4072,0.0,,neutral
flask-37,Submitted,3,4082,4082,0.0,,neutral
flask-32,Submitted,8,25755,25755,0.0,,neutral
flask-38,Submitted,5,13735,13735,0.0,,neutral
flask-36,Submitted,10,41206,41206,0.0,,neutral
flask-41,Submitted,6,21310,21310,0.0,,neutral
flask-39,Submitted,7,16532,16532,0.0,,neutral
flask-42,Submitted,6,26148,26148,0.0,,neutral
flask-40,Submitted,16,69880,69880,0.0,,neutral
flask-43,Submitted,7,22728,22728,0.0,,neutral
flask-46,Submitted,5,15301,15301,0.0,,neutral
flask-44,Submitted,16,79898,79898,0.0,,neutral
flask-45,Submitted,8,26056,26056,0.0,,neutral
flask-47,Submitted,8,37293,37293,0.0,,neutral
matplotlib-1,Submitted,12,26966,26966,0.0,,neutral
matplotlib-0,Submitted,17,58997,58997,0.0,,neutral
matplotlib-2,Submitted,12,30071,30071,0.0,,neutral
matplotlib-4,Submitted,11,26961,26961,0.0,,neutral
matplotlib-3,Submitted,12,57236,57236,0.0,,neutral
matplotlib-6,Submitted,3,4757,4757,0.0,,neutral
matplotlib-7,Submitted,8,21142,21142,0.0,,neutral
matplotlib-8,Submitted,10,25121,25121,0.0,,neutral
matplotlib-9,Submitted,7,23286,23286,0.0,,neutral
matplotlib-10,Submitted,19,81174,81174,0.0,,neutral
matplotlib-11,Submitted,7,18131,18131,0.0,,neutral
matplotlib-12,Submitted,17,49476,49476,0.0,,neutral
matplotlib-15,Submitted,9,30040,30040,0.0,,neutral
matplotlib-5,Submitted,42,239344,239344,0.0,,neutral
matplotlib-14,Submitted,22,134179,134179,0.0,,neutral
matplotlib-13,Submitted,27,186975,186975,0.0,,neutral
matplotlib-17,Submitted,13,52121,52121,0.0,,neutral
matplotlib-16,Submitted,31,222528,222528,0.0,,neutral
matplotlib-18,Submitted,8,25554,25554,0.0,,neutral
matplotlib-22,Submitted,6,17959,17959,0.0,,neutral
matplotlib-19,Submitted,6,16451,16451,0.0,,neutral
matplotlib-20,Submitted,12,36450,36450,0.0,,neutral
matplotlib-24,Submitted,5,12083,12083,0.0,,neutral
matplotlib-23,Submitted,6,19413,19413,0.0,,neutral
matplotlib-21,Submitted,13,72262,72262,0.0,,neutral
matplotlib-26,Submitted,3,4846,4846,0.0,,neutral
matplotlib-29,Submitted,1,927,927,0.0,,neutral
matplotlib-28,Submitted,3,4194,4194,0.0,,neutral
matplotlib-30,Submitted,4,5102,5102,0.0,,neutral
matplotlib-27,Submitted,9,18774,18774,0.0,,neutral
matplotlib-31,Submitted,5,10748,10748,0.0,,neutral
matplotlib-25,Submitted,6,20474,20474,0.0,,neutral
matplotlib-33,Submitted,2,2162,2162,0.0,,neutral
matplotlib-34,Submitted,3,3979,3979,0.0,,neutral
matplotlib-35,Submitted,6,18277,18277,0.0,,neutral
matplotlib-32,Submitted,7,11143,11143,0.0,,neutral
matplotlib-37,Submitted,5,13957,13957,0.0,,neutral
matplotlib-36,Submitted,5,20026,20026,0.0,,neutral
matplotlib-38,Submitted,7,39600,39600,0.0,,neutral
matplotlib-39,Submitted,8,22493,22493,0.0,,neutral
matplotlib-41,Submitted,10,31917,31917,0.0,,neutral
matplotlib-44,Submitted,6,15391,15391,0.0,,neutral
matplotlib-43,Submitted,9,41716,41716,0.0,,neutral
matplotlib-42,Submitted,10,45577,45577,0.0,,neutral
matplotlib-45,Submitted,7,24320,24320,0.0,,neutral
matplotlib-46,Submitted,5,12492,12492,0.0,,neutral
pylint-1,Submitted,12,61775,61775,0.0,,neutral
matplotlib-40,Submitted,37,273786,273786,0.0,,neutral
matplotlib-47,Submitted,10,39654,39654,0.0,,neutral
pylint-0,Submitted,7,36082,36082,0.0,,neutral
pylint-3,Submitted,4,10195,10195,0.0,,neutral
pylint-5,Submitted,4,9188,9188,0.0,,neutral
pylint-2,Submitted,7,30234,30234,0.0,,neutral
pylint-4,Submitted,17,70648,70648,0.0,,neutral
pylint-8,Submitted,4,10660,10660,0.0,,neutral
pylint-9,Submitted,5,12413,12413,0.0,,neutral
pylint-6,Submitted,9,45391,45391,0.0,,neutral
pylint-11,Submitted,3,6641,6641,0.0,,neutral
pylint-7,Submitted,10,40650,40650,0.0,,neutral
pylint-10,Submitted,8,43805,43805,0.0,,neutral
pylint-13,Submitted,10,34495,34495,0.0,,neutral
pylint-16,Submitted,13,44099,44099,0.0,,neutral
pylint-14,Submitted,26,152951,152951,0.0,,neutral
pylint-12,Submitted,15,113687,113687,0.0,,neutral
pylint-17,Submitted,14,48646,48646,0.0,,neutral
pylint-15,Submitted,27,218014,218014,0.0,,neutral
pylint-18,Submitted,29,225503,225503,0.0,,neutral
pylint-22,Submitted,6,18830,18830,0.0,,neutral
pylint-20,Submitted,18,120194,120194,0.0,,neutral
pylint-21,Submitted,16,99441,99441,0.0,,neutral
pylint-19,Submitted,13,82597,82597,0.0,,neutral
pylint-25,Submitted,7,28991,28991,0.0,,neutral
pylint-23,Submitted,31,232797,232797,0.0,,neutral
pylint-26,Submitted,9,53696,53696,0.0,,neutral
pylint-27,Submitted,15,60787,60787,0.0,,neutral
pylint-24,Submitted,8,34911,34911,0.0,,neutral
pylint-28,Submitted,12,60096,60096,0.0,,neutral
pylint-30,Submitted,22,68318,68318,0.0,,neutral
pylint-29,Submitted,9,41999,41999,0.0,,neutral
pylint-32,Submitted,9,41624,41624,0.0,,neutral
pylint-31,Submitted,10,58691,58691,0.0,,neutral
pylint-33,Submitted,6,21224,21224,0.0,,neutral
pylint-34,Submitted,9,39713,39713,0.0,,neutral
pylint-35,Submitted,3,3550,3550,0.0,,neutral
pylint-36,Submitted,8,32967,32967,0.0,,neutral
pylint-37,Submitted,6,23591,23591,0.0,,neutral
pylint-40,Submitted,5,12167,12167,0.0,,neutral
pylint-39,Submitted,11,72453,72453,0.0,,neutral
pylint-43,Submitted,13,22425,22425,0.0,,neutral
pylint-42,Submitted,10,39209,39209,0.0,,neutral
pylint-38,Submitted,14,94484,94484,0.0,,neutral
pylint-41,Submitted,12,64887,64887,0.0,,neutral
pylint-45,Submitted,6,15492,15492,0.0,,neutral
pylint-46,Submitted,11,60368,60368,0.0,,neutral
pylint-44,Submitted,9,38588,38588,0.0,,neutral
pytest-1,Submitted,5,8797,8797,0.0,,neutral
pytest-2,Submitted,7,25810,25810,0.0,,neutral
pytest-0,Submitted,11,34132,34132,0.0,,neutral
pytest-3,Submitted,13,48062,48062,0.0,,neutral
pytest-5,Submitted,5,10064,10064,0.0,,neutral
pytest-4,Submitted,7,20249,20249,0.0,,neutral
pytest-7,Submitted,6,13266,13266,0.0,,neutral
pylint-47,Submitted,17,167977,167977,0.0,,neutral
pytest-8,Submitted,8,33775,33775,0.0,,neutral
pytest-6,Submitted,7,27389,27389,0.0,,neutral
pytest-9,Submitted,19,91809,91809,0.0,,neutral
pytest-11,Submitted,35,201774,201774,0.0,,neutral
pytest-12,Submitted,11,59468,59468,0.0,,neutral
pytest-14,Submitted,14,49549,49549,0.0,,neutral
pytest-16,Submitted,11,29891,29891,0.0,,neutral
pytest-15,Submitted,8,36635,36635,0.0,,neutral
pytest-10,Submitted,37,366884,366884,0.0,,neutral
pytest-17,Submitted,20,131955,131955,0.0,,neutral
pytest-19,Submitted,10,50729,50729,0.0,,neutral
pytest-21,Submitted,12,39611,39611,0.0,,neutral
pytest-18,Submitted,43,335479,335479,0.0,,neutral
pytest-20,Submitted,13,63014,63014,0.0,,neutral
pytest-22,Submitted,7,30159,30159,0.0,,neutral
pytest-24,Submitted,5,9057,9057,0.0,,neutral
pytest-23,Submitted,16,82651,82651,0.0,,neutral
pytest-25,Submitted,10,36728,36728,0.0,,neutral
pytest-28,Submitted,4,8931,8931,0.0,,neutral
pytest-27,Submitted,20,176051,176051,0.0,,neutral
pytest-26,Submitted,17,49388,49388,0.0,,neutral
pytest-29,Submitted,7,21814,21814,0.0,,neutral
pytest-32,Submitted,4,6825,6825,0.0,,neutral
pytest-31,Submitted,5,17057,17057,0.0,,neutral
pytest-30,Submitted,7,18158,18158,0.0,,neutral
pytest-33,Submitted,4,6410,6410,0.0,,neutral
pytest-35,Submitted,4,5335,5335,0.0,,neutral
pytest-34,Submitted,6,20978,20978,0.0,,neutral
pytest-37,Submitted,5,16612,16612,0.0,,neutral
pytest-39,Submitted,8,14758,14758,0.0,,neutral
pytest-13,Submitted,30,194273,197876,0.0,,neutral
pytest-38,Submitted,8,25580,25580,0.0,,neutral
pytest-40,Submitted,9,49175,49175,0.0,,neutral
pytest-36,Submitted,36,341905,341905,0.0,,neutral
pytest-41,Submitted,6,17880,17880,0.0,,neutral
pytest-43,Submitted,4,6512,6512,0.0,,neutral
pytest-45,Submitted,8,21318,21318,0.0,,neutral
pytest-44,Submitted,8,24556,24556,0.0,,neutral
pytest-46,Submitted,6,14803,14803,0.0,,neutral
reflex-0,Submitted,13,51567,51567,0.0,,neutral
pytest-42,Submitted,40,428855,428855,0.0,,neutral
pytest-47,Submitted,12,45885,45885,0.0,,neutral
reflex-1,Submitted,16,84686,84686,0.0,,neutral
reflex-2,Submitted,16,73679,73679,0.0,,neutral
reflex-4,Submitted,31,248234,248234,0.0,,neutral
reflex-6,Submitted,6,21011,21011,0.0,,neutral
reflex-3,Submitted,56,689175,689175,0.0,,neutral
reflex-7,Submitted,6,13202,13202,0.0,,neutral
reflex-5,Submitted,18,120320,120320,0.0,,neutral
reflex-9,Submitted,6,15183,15183,0.0,,neutral
reflex-8,Submitted,10,34892,34892,0.0,,neutral
reflex-12,Submitted,18,87382,87382,0.0,,neutral
reflex-10,Submitted,40,337322,337322,0.0,,neutral
reflex-14,Submitted,11,54090,54090,0.0,,neutral
reflex-13,Submitted,45,323115,323115,0.0,,neutral
reflex-11,Submitted,40,367756,367756,0.0,,neutral
reflex-18,Submitted,7,15809,15809,0.0,,neutral
reflex-17,Submitted,28,194599,194599,0.0,,neutral
reflex-16,Submitted,22,182974,182974,0.0,,neutral
reflex-15,Submitted,63,587719,587719,0.0,,neutral
reflex-19,Submitted,29,257955,257955,0.0,,neutral
reflex-20,Submitted,8,32160,32160,0.0,,neutral
reflex-21,Submitted,19,116172,116172,0.0,,neutral
reflex-22,Submitted,48,444423,444423,0.0,,neutral
reflex-23,Submitted,8,33444,33444,0.0,,neutral
reflex-27,Submitted,8,21119,21119,0.0,,neutral
reflex-24,Submitted,39,318222,318222,0.0,,neutral
reflex-25,Submitted,32,232174,232174,0.0,,neutral
reflex-28,Submitted,9,49129,49129,0.0,,neutral
reflex-26,Submitted,37,415141,415141,0.0,,neutral
reflex-30,Submitted,18,110230,110230,0.0,,neutral
reflex-29,Submitted,28,212844,212844,0.0,,neutral
reflex-32,Submitted,23,171488,171488,0.0,,neutral
reflex-34,Submitted,9,22951,22951,0.0,,neutral
reflex-31,Submitted,38,245831,245831,0.0,,neutral
reflex-33,Submitted,35,210500,210500,0.0,,neutral
reflex-35,Submitted,9,28232,28232,0.0,,neutral
reflex-37,Submitted,11,41458,41458,0.0,,neutral
reflex-36,Submitted,10,24117,24117,0.0,,neutral
reflex-41,Submitted,5,16862,16862,0.0,,neutral
reflex-42,Submitted,6,19296,19296,0.0,,neutral
reflex-43,Submitted,6,13596,13596,0.0,,neutral
reflex-40,Submitted,33,260460,260460,0.0,,neutral
reflex-39,Submitted,47,481454,481454,0.0,,neutral
reflex-44,Submitted,45,386614,386614,0.0,,neutral
reflex-46,Submitted,9,27286,27286,0.0,,neutral
reflex-45,Submitted,16,105889,105889,0.0,,neutral
requests-0,Submitted,9,30213,30213,0.0,,neutral
requests-1,Submitted,3,4902,4902,0.0,,neutral
reflex-47,Submitted,4,13278,13278,0.0,,neutral
reflex-38,Submitted,72,1017093,1017093,0.0,,neutral
requests-3,Submitted,6,8288,8288,0.0,,neutral
requests-2,Submitted,4,3833,3833,0.0,,neutral
requests-4,Submitted,5,10604,10604,0.0,,neutral
requests-6,Submitted,5,5853,5853,0.0,,neutral
requests-5,Submitted,6,19876,19876,0.0,,neutral
requests-8,Submitted,6,20294,20294,0.0,,neutral
requests-9,Submitted,4,5222,5222,0.0,,neutral
requests-10,Submitted,4,7182,7182,0.0,,neutral
requests-7,Submitted,6,12383,12383,0.0,,neutral
requests-11,Submitted,6,19715,19715,0.0,,neutral
requests-12,Submitted,7,23944,23944,0.0,,neutral
requests-14,Submitted,7,24272,24272,0.0,,neutral
requests-16,Submitted,4,7236,7236,0.0,,neutral
requests-15,Submitted,5,8783,8783,0.0,,neutral
requests-17,Submitted,7,23569,23569,0.0,,neutral
requests-18,Submitted,6,14604,14604,0.0,,neutral
requests-13,Submitted,9,29203,29203,0.0,,neutral
requests-20,Submitted,7,18529,18529,0.0,,neutral
requests-21,Submitted,5,12878,12878,0.0,,neutral
requests-22,Submitted,9,27139,27139,0.0,,neutral
requests-23,Submitted,3,6115,6115,0.0,,neutral
requests-19,Submitted,11,45953,45953,0.0,,neutral
requests-24,Submitted,5,13322,13322,0.0,,neutral
requests-25,Submitted,8,25732,25732,0.0,,neutral
requests-28,Submitted,3,3170,3170,0.0,,neutral
requests-26,Submitted,4,8054,8054,0.0,,neutral
requests-31,Submitted,1,753,753,0.0,,neutral
requests-30,Submitted,3,2570,2570,0.0,,neutral
requests-27,Submitted,5,13271,13271,0.0,,neutral
requests-33,Submitted,5,14125,14125,0.0,,neutral
requests-29,Submitted,7,17272,17272,0.0,,neutral
requests-32,Submitted,4,4596,4596,0.0,,neutral
requests-34,Submitted,3,3044,3044,0.0,,neutral
requests-36,Submitted,7,30179,30179,0.0,,neutral
requests-35,Submitted,5,5973,5973,0.0,,neutral
requests-38,Submitted,6,17481,17481,0.0,,neutral
requests-40,Submitted,5,16859,16859,0.0,,neutral
requests-37,Submitted,5,15951,15951,0.0,,neutral
requests-39,Submitted,7,26816,26816,0.0,,neutral
requests-41,Submitted,5,12532,12532,0.0,,neutral
requests-43,Submitted,4,8985,8985,0.0,,neutral
requests-42,Submitted,6,12194,12194,0.0,,neutral
requests-45,Submitted,8,26351,26351,0.0,,neutral
requests-47,Submitted,8,16887,16887,0.0,,neutral
requests-46,Submitted,10,28249,28249,0.0,,neutral
scikit-learn-0,Submitted,6,21957,21957,0.0,,neutral
requests-44,Submitted,18,71352,71352,0.0,,neutral
scikit-learn-1,Submitted,1,1513,1513,0.0,,neutral
scikit-learn-3,Submitted,4,4983,4983,0.0,,neutral
scikit-learn-4,Submitted,7,14494,14494,0.0,,neutral
scikit-learn-2,Submitted,17,84194,84194,0.0,,neutral
scikit-learn-7,Submitted,5,11383,11383,0.0,,neutral
scikit-learn-8,Submitted,5,7908,7908,0.0,,neutral
scikit-learn-5,Submitted,29,120558,120558,0.0,,neutral
scikit-learn-6,Submitted,24,98215,98215,0.0,,neutral
scikit-learn-12,ValueError,2,2807,2807,0.0,,neutral
scikit-learn-11,Submitted,12,59930,59930,0.0,,neutral
scikit-learn-10,Submitted,11,15819,15819,0.0,,neutral
scikit-learn-13,Submitted,4,8466,8466,0.0,,neutral
scikit-learn-9,Submitted,18,257113,257113,0.0,,neutral
scikit-learn-14,Submitted,7,12880,12880,0.0,,neutral
scikit-learn-16,Submitted,4,6870,6870,0.0,,neutral
scikit-learn-15,Submitted,13,48223,48223,0.0,,neutral
scikit-learn-19,Submitted,16,46609,46609,0.0,,neutral
scikit-learn-20,Submitted,6,18735,18735,0.0,,neutral
scikit-learn-21,Submitted,9,31294,31294,0.0,,neutral
scikit-learn-18,Submitted,45,299311,299311,0.0,,neutral
scikit-learn-23,Submitted,9,42607,42607,0.0,,neutral
scikit-learn-22,Submitted,25,130518,130518,0.0,,neutral
scikit-learn-26,Submitted,4,5476,5476,0.0,,neutral
scikit-learn-27,Submitted,1,789,789,0.0,,neutral
scikit-learn-17,Submitted,66,537137,537137,0.0,,neutral
scikit-learn-28,Submitted,6,8566,8566,0.0,,neutral
scikit-learn-24,Submitted,31,107906,107906,0.0,,neutral
scikit-learn-25,Submitted,21,135505,135505,0.0,,neutral
scikit-learn-32,Submitted,3,4980,4980,0.0,,neutral
scikit-learn-31,Submitted,8,12985,12985,0.0,,neutral
scikit-learn-30,Submitted,26,94130,94130,0.0,,neutral
scikit-learn-33,Submitted,7,15716,15716,0.0,,neutral
scikit-learn-35,Submitted,4,5707,5707,0.0,,neutral
scikit-learn-29,Submitted,40,226628,226628,0.0,,neutral
scikit-learn-34,Submitted,10,26047,26047,0.0,,neutral
scikit-learn-36,Submitted,5,15833,15833,0.0,,neutral
scikit-learn-37,Submitted,5,15139,15139,0.0,,neutral
scikit-learn-38,Submitted,7,12262,12262,0.0,,neutral
scikit-learn-40,Submitted,5,15361,15361,0.0,,neutral
scikit-learn-39,Submitted,23,52056,52056,0.0,,neutral
scikit-learn-41,Submitted,17,37436,37436,0.0,,neutral
scikit-learn-43,Submitted,21,60147,60147,0.0,,neutral
scikit-learn-44,Submitted,5,12370,12370,0.0,,neutral
scikit-learn-42,Submitted,34,171295,171295,0.0,,neutral
scikit-learn-45,Submitted,6,21293,21293,0.0,,neutral
sphinx-0,Submitted,24,123244,123244,0.0,,neutral
sphinx-1,Submitted,10,36045,36045,0.0,,neutral
scikit-learn-47,Submitted,19,137542,137542,0.0,,neutral
sphinx-3,Submitted,9,25787,28228,0.0,,neutral
sphinx-2,Submitted,9,39560,39560,0.0,,neutral
sphinx-6,Submitted,5,9990,9990,0.0,,neutral
scikit-learn-46,Submitted,29,225597,225597,0.0,,neutral
sphinx-4,Submitted,12,74424,74424,0.0,,neutral
sphinx-7,Submitted,9,30378,30378,0.0,,neutral
sphinx-5,Submitted,9,38475,38475,0.0,,neutral
sphinx-10,Submitted,7,14750,14750,0.0,,neutral
sphinx-8,Submitted,18,82863,82863,0.0,,neutral
sphinx-9,Submitted,7,34271,34271,0.0,,neutral
sphinx-12,Submitted,11,36337,36337,0.0,,neutral
sphinx-11,Submitted,11,51440,51440,0.0,,neutral
sphinx-13,Submitted,18,60894,60894,0.0,,neutral
sphinx-17,Submitted,9,32627,32627,0.0,,neutral
sphinx-16,Submitted,7,31754,31754,0.0,,neutral
