instance_id,exit_status,steps,trace_tokens,billed_tokens,cost_usd,correct
conan-10,Submitted,5,4767,4767,0.0,
conan-12,Submitted,9,8859,8859,0.0,
conan-14,Submitted,16,47665,47665,0.0,
conan-16,Submitted,2,2351,2351,0.0,
conan-13,Submitted,30,152349,152349,0.0,
conan-17,Submitted,13,30694,30694,0.0,
conan-18,Submitted,7,13678,13678,0.0,
conan-15,LimitsExceeded,30,103582,103582,0.0,
conan-19,Submitted,14,21510,21510,0.0,
conan-22,Submitted,2,1450,1450,0.0,
conan-20,Submitted,15,25015,25015,0.0,
conan-21,Submitted,2,1733,1733,0.0,
conan-24,Submitted,5,3485,3485,0.0,
conan-25,Submitted,7,5621,5621,0.0,
conan-23,Submitted,8,7357,7357,0.0,
conan-28,Submitted,1,572,572,0.0,
conan-27,Submitted,4,3983,3983,0.0,
conan-29,Submitted,2,2037,2037,0.0,
conan-31,Submitted,3,2582,2582,0.0,
conan-26,Submitted,11,17822,17822,0.0,
conan-30,Submitted,5,4738,4738,0.0,
conan-34,Submitted,2,1201,1201,0.0,
conan-35,Submitted,1,540,540,0.0,
conan-33,Submitted,6,4716,4716,0.0,
conan-32,Submitted,8,8789,8789,0.0,
conan-37,Submitted,10,9291,9291,0.0,
conan-38,Submitted,11,10954,10954,0.0,
conan-40,Submitted,5,9410,9410,0.0,
conan-36,Submitted,16,50684,50684,0.0,
conan-39,Submitted,14,29642,29642,0.0,
conan-41,Submitted,6,4573,4573,0.0,
conan-43,Submitted,1,555,555,0.0,
conan-44,Submitted,4,2658,2658,0.0,
conan-45,Submitted,11,11179,11179,0.0,
conan-47,Submitted,7,6179,6179,0.0,
django-0,Submitted,1,527,527,0.0,
conan-46,Submitted,18,52223,52223,0.0,
django-1,Submitted,4,3018,3018,0.0,
django-2,Submitted,5,4067,4067,0.0,
conan-42,LimitsExceeded,30,201729,201729,0.0,
django-5,Submitted,1,526,526,0.0,
django-4,Submitted,5,4738,4738,0.0,
django-6,Submitted,3,2370,2370,0.0,
django-7,Submitted,1,545,545,0.0,
django-3,Submitted,15,34678,34678,0.0,
django-8,Submitted,9,8712,8712,0.0,
django-9,Submitted,12,13762,13762,0.0,
django-12,Submitted,5,4627,4627,0.0,
django-13,Submitted,1,552,552,0.0,
django-10,Submitted,15,46402,46402,0.0,
django-14,Submitted,1,531,531,0.0,
django-11,Submitted,19,56899,56899,0.0,
django-15,Submitted,10,9333,9333,0.0,
django-16,Submitted,9,7640,7640,0.0,
django-18,Submitted,5,3516,3516,0.0,
django-20,Submitted,3,2466,2466,0.0,
django-17,Submitted,24,39491,39491,0.0,
django-21,Submitted,1,503,503,0.0,
django-22,Submitted,1,509,509,0.0,
django-23,Submitted,3,1869,1869,0.0,
django-19,Submitted,30,54173,54173,0.0,
django-26,Submitted,6,8402,8402,0.0,
django-24,LimitsExceeded,30,60490,60490,0.0,
django-25,Submitted,23,41793,41793,0.0,
django-28,Submitted,4,2574,2574,0.0,
django-29,Submitted,7,5881,5881,0.0,
django-30,Submitted,15,16922,16922,0.0,
django-27,Submitted,29,58487,58487,0.0,
django-31,Submitted,17,23900,23900,0.0,
django-32,Submitted,13,14824,14824,0.0,
django-33,Submitted,13,15768,15768,0.0,
django-34,Submitted,10,9364,9364,0.0,
django-36,Submitted,24,39179,39179,0.0,
django-35,LimitsExceeded,30,67113,67113,0.0,
django-39,Submitted,6,4693,4693,0.0,
django-37,Submitted,15,55894,55894,0.0,
django-41,Submitted,14,15622,15622,0.0,
django-38,Submitted,30,63616,63616,0.0,
django-43,Submitted,7,6784,6784,0.0,
django-40,LimitsExceeded,30,66928,66928,0.0,
django-42,LimitsExceeded,30,67749,67749,0.0,
django-44,Submitted,20,32539,32539,0.0,
django-46,Submitted,3,1873,1873,0.0,
django-47,Submitted,6,5040,5040,0.0,
flask-1,Submitted,1,574,574,0.0,
flask-2,Submitted,1,490,490,0.0,
flask-0,Submitted,9,8765,8765,0.0,
flask-4,Submitted,2,1374,1374,0.0,
flask-3,Submitted,4,3085,3085,0.0,
flask-5,Submitted,2,1201,1201,0.0,
django-45,Submitted,29,61959,61959,0.0,
flask-7,Submitted,4,3802,3802,0.0,
flask-9,Submitted,2,2253,2253,0.0,
flask-6,Submitted,10,12819,12819,0.0,
flask-10,Submitted,3,2592,2592,0.0,
flask-8,Submitted,9,9073,9073,0.0,
flask-12,Submitted,1,514,514,0.0,
flask-13,Submitted,1,530,530,0.0,
flask-11,Submitted,11,12405,12405,0.0,
flask-14,Submitted,4,3252,3252,0.0,
flask-15,Submitted,7,5568,5568,0.0,
flask-16,Submitted,2,1388,1388,0.0,
flask-17,Submitted,6,4669,4669,0.0,
flask-19,Submitted,6,5085,5085,0.0,
flask-21,Submitted,5,3955,3955,0.0,
flask-18,Submitted,12,14423,14423,0.0,
flask-20,Submitted,17,28765,28765,0.0,
flask-22,Submitted,10,12844,12844,0.0,
flask-23,Submitted,17,28025,28025,0.0,
flask-26,Submitted,2,1496,1496,0.0,
flask-24,Submitted,10,11940,11940,0.0,
flask-27,Submitted,5,6300,6300,0.0,
flask-25,Submitted,12,14332,14332,0.0,
flask-28,Submitted,2,1070,1070,0.0,
flask-30,Submitted,4,2604,2604,0.0,
flask-31,Submitted,8,7040,7040,0.0,
flask-32,Submitted,9,8346,8346,0.0,
flask-33,Submitted,4,2849,2849,0.0,
flask-29,Submitted,15,18558,18558,0.0,
flask-35,Submitted,2,1128,1128,0.0,
flask-34,Submitted,4,2843,2843,0.0,
flask-36,Submitted,3,2235,2235,0.0,
flask-37,Submitted,3,2089,2089,0.0,
flask-39,Submitted,3,2570,2570,0.0,
flask-40,Submitted,4,2988,2988,0.0,
flask-38,Submitted,7,6708,6708,0.0,
flask-42,Submitted,3,3124,3124,0.0,
flask-43,Submitted,3,1957,1957,0.0,
flask-45,Submitted,1,501,501,0.0,
flask-41,Submitted,6,5486,5486,0.0,
flask-46,Submitted,1,521,521,0.0,
flask-44,Submitted,8,6745,6745,0.0,
flask-47,Submitted,5,3923,3923,0.0,
matplotlib-0,Submitted,15,33801,33801,0.0,
matplotlib-2,Submitted,16,20242,20242,0.0,
matplotlib-4,Submitted,2,1555,1555,0.0,
matplotlib-3,Submitted,10,12943,12943,0.0,
matplotlib-6,Submitted,5,3683,3683,0.0,
matplotlib-5,OSError,7,7411,7411,0.0,
matplotlib-7,Submitted,3,4286,4286,0.0,
matplotlib-1,LimitsExceeded,30,206922,206922,0.0,
matplotlib-8,Submitted,2,1168,1168,0.0,
matplotlib-11,Submitted,2,1129,1129,0.0,
matplotlib-10,Submitted,4,2719,2719,0.0,
matplotlib-9,Submitted,7,6605,6605,0.0,
matplotlib-12,Submitted,2,2269,2269,0.0,
matplotlib-14,Submitted,6,4693,4693,0.0,
matplotlib-13,Submitted,10,9735,9735,0.0,
matplotlib-16,Submitted,1,549,549,0.0,
matplotlib-15,Submitted,11,10606,10606,0.0,
matplotlib-19,Submitted,2,1242,1242,0.0,
matplotlib-18,Submitted,6,17804,17804,0.0,
matplotlib-21,Submitted,1,576,576,0.0,
matplotlib-17,Submitted,11,36730,36730,0.0,
matplotlib-22,Submitted,4,3505,3505,0.0,
matplotlib-24,Submitted,3,4040,4040,0.0,
matplotlib-25,Submitted,2,1148,1148,0.0,
matplotlib-20,Submitted,17,29065,29065,0.0,
matplotlib-23,Submitted,11,14039,14039,0.0,
matplotlib-27,Submitted,2,1298,1298,0.0,
matplotlib-28,Submitted,6,4368,4368,0.0,
matplotlib-29,Submitted,4,3042,3042,0.0,
matplotlib-31,Submitted,4,4082,4082,0.0,
matplotlib-30,Submitted,6,6363,6363,0.0,
matplotlib-32,Submitted,5,3648,3648,0.0,
matplotlib-34,Submitted,2,1128,1128,0.0,
matplotlib-35,Submitted,4,2678,2678,0.0,
matplotlib-33,Submitted,10,11291,11291,0.0,
matplotlib-36,Submitted,2,1412,1412,0.0,
matplotlib-26,Submitted,22,147817,147817,0.0,
matplotlib-38,Submitted,4,3213,3213,0.0,
matplotlib-39,Submitted,5,3742,3742,0.0,
matplotlib-40,Submitted,6,4705,4705,0.0,
matplotlib-37,Submitted,8,9915,9915,0.0,
matplotlib-42,Submitted,3,1978,1978,0.0,
matplotlib-43,Submitted,2,1303,1303,0.0,
matplotlib-45,Submitted,1,520,520,0.0,
matplotlib-44,Submitted,4,2956,2956,0.0,
matplotlib-46,Submitted,2,1253,1253,0.0,
matplotlib-41,Submitted,11,19237,19237,0.0,
pylint-0,Submitted,4,3217,3217,0.0,
pylint-1,Submitted,2,1297,1297,0.0,
matplotlib-47,Submitted,6,6195,6195,0.0,
pylint-3,Submitted,2,1296,1296,0.0,
pylint-4,Submitted,2,1832,1832,0.0,
pylint-5,Submitted,3,2083,2083,0.0,
pylint-2,Submitted,8,15393,15393,0.0,
pylint-8,Submitted,4,2994,2994,0.0,
pylint-7,Submitted,15,18805,18805,0.0,
pylint-9,Submitted,6,5858,5858,0.0,
pylint-11,Submitted,2,1307,1307,0.0,
pylint-12,Submitted,11,13568,13568,0.0,
pylint-10,Submitted,6,7568,7568,0.0,
pylint-6,LimitsExceeded,30,115566,115566,0.0,
pylint-13,Submitted,8,8463,8463,0.0,
pylint-15,Submitted,6,4856,4856,0.0,
pylint-14,Submitted,9,22131,22131,0.0,
pylint-16,Submitted,4,5643,5643,0.0,
pylint-17,Submitted,1,560,560,0.0,
pylint-19,Submitted,4,2874,2874,0.0,
pylint-18,Submitted,6,4665,4665,0.0,
pylint-22,Submitted,7,6647,6647,0.0,
pylint-20,Submitted,12,41548,41548,0.0,
pylint-23,Submitted,9,8438,8438,0.0,
pylint-24,Submitted,7,7925,7925,0.0,
pylint-25,Submitted,8,29435,29435,0.0,
pylint-27,Submitted,4,14794,14794,0.0,
pylint-26,Submitted,13,18587,18587,0.0,
pylint-29,Submitted,6,17106,17106,0.0,
pylint-21,LimitsExceeded,30,133162,133162,0.0,
pylint-28,Submitted,7,10756,10756,0.0,
pylint-30,Submitted,2,1149,1149,0.0,
pylint-31,Submitted,2,1288,1288,0.0,
pylint-32,Submitted,2,1198,1198,0.0,
pylint-34,Submitted,2,1053,1053,0.0,
pylint-35,Submitted,2,1059,1059,0.0,
pylint-37,Submitted,2,1248,1248,0.0,
pylint-33,Submitted,9,7748,7748,0.0,
pylint-36,Submitted,4,3070,3070,0.0,
pylint-38,Submitted,2,1370,1370,0.0,
pylint-39,Submitted,5,11279,11279,0.0,
pylint-41,Submitted,2,2314,2314,0.0,
pylint-40,Submitted,6,4560,4560,0.0,
pylint-42,Submitted,1,534,534,0.0,
pylint-44,Submitted,2,1260,1260,0.0,
pylint-43,Submitted,3,1886,1886,0.0,
pylint-46,Submitted,2,1251,1251,0.0,
pylint-45,Submitted,4,5601,5601,0.0,
pylint-47,Submitted,9,8493,8493,0.0,
pytest-0,Submitted,5,4846,4846,0.0,
pytest-2,Submitted,2,3131,3131,0.0,
pytest-3,Submitted,2,1339,1339,0.0,
pytest-1,Submitted,9,11765,11765,0.0,
pytest-5,Submitted,2,1285,1285,0.0,
pytest-7,Submitted,3,1837,1837,0.0,
pytest-6,Submitted,4,3646,3646,0.0,
pytest-4,Submitted,8,6898,6898,0.0,
pytest-8,Submitted,4,3019,3019,0.0,
pytest-10,Submitted,2,1264,1264,0.0,
pytest-9,Submitted,6,11248,11248,0.0,
pytest-12,Submitted,6,4314,4314,0.0,
pytest-11,Submitted,5,4416,4416,0.0,
pytest-15,Submitted,7,5798,5798,0.0,
pytest-13,Submitted,9,8711,8711,0.0,
pytest-14,Submitted,9,8661,8661,0.0,
pytest-16,Submitted,2,1207,1207,0.0,
pytest-18,Submitted,1,536,536,0.0,
pytest-19,Submitted,3,2118,2118,0.0,
pytest-17,Submitted,7,21916,21916,0.0,
pytest-21,Submitted,1,523,523,0.0,
pytest-22,Submitted,1,544,544,0.0,
pytest-24,Submitted,3,3033,3033,0.0,
pytest-23,Submitted,6,4813,4813,0.0,
pytest-25,Submitted,4,4933,4933,0.0,
pytest-20,Submitted,13,15314,15314,0.0,
pytest-27,Submitted,7,6531,6531,0.0,
pytest-28,Submitted,15,16864,16864,0.0,
pytest-29,Submitted,6,6042,6042,0.0,
pytest-30,Submitted,3,2449,2449,0.0,
pytest-32,Submitted,2,1183,1183,0.0,
pytest-26,Submitted,15,29005,29005,0.0,
pytest-33,Submitted,2,1330,1330,0.0,
pytest-34,Submitted,3,1725,1725,0.0,
pytest-35,Submitted,2,1243,1243,0.0,
pytest-31,Submitted,7,6233,6233,0.0,
pytest-36,Submitted,3,2109,2109,0.0,
pytest-37,Submitted,3,3858,3858,0.0,
pytest-39,Submitted,2,2959,2959,0.0,
pytest-40,Submitted,7,5656,5656,0.0,
pytest-42,Submitted,2,2249,2249,0.0,
pytest-41,Submitted,17,100187,100187,0.0,
pytest-44,Submitted,1,517,517,0.0,
pytest-43,Submitted,8,9189,9596,0.0,
pytest-45,Submitted,3,2090,2090,0.0,
pytest-46,Submitted,2,1276,1276,0.0,
reflex-0,Submitted,1,570,570,0.0,
pytest-47,Submitted,4,3259,3259,0.0,
reflex-1,Submitted,4,3548,3548,0.0,
reflex-2,Submitted,10,9582,9582,0.0,
reflex-4,Submitted,4,3049,3049,0.0,
pytest-38,LimitsExceeded,30,146769,149297,0.0,
reflex-3,Submitted,7,7462,7462,0.0,
reflex-5,Submitted,3,2494,2494,0.0,
reflex-6,Submitted,4,4427,4427,0.0,
reflex-7,Submitted,5,4237,4237,0.0,
reflex-8,Submitted,3,1865,1865,0.0,
reflex-9,Submitted,5,5109,5109,0.0,
reflex-11,Submitted,3,1963,1963,0.0,
reflex-10,Submitted,6,5318,5318,0.0,
reflex-14,Submitted,5,4168,4168,0.0,
reflex-12,Submitted,11,18563,18563,0.0,
reflex-13,Submitted,13,39579,39579,0.0,
reflex-17,Submitted,6,4653,4653,0.0,
reflex-16,Submitted,8,7017,7017,0.0,
reflex-18,Submitted,2,1507,1507,0.0,
reflex-15,Submitted,12,16890,16890,0.0,
reflex-20,Submitted,5,3688,3688,0.0,
reflex-22,Submitted,5,3711,3711,0.0,
reflex-21,Submitted,4,3419,3419,0.0,
reflex-24,Submitted,5,3579,3579,0.0,
reflex-19,LimitsExceeded,30,91647,91647,0.0,
reflex-23,Submitted,12,17477,17477,0.0,
reflex-26,Submitted,9,7300,7300,0.0,
reflex-27,Submitted,3,2248,2248,0.0,
reflex-28,Submitted,4,3350,3350,0.0,
reflex-29,Submitted,1,586,586,0.0,
reflex-25,Submitted,15,24363,24363,0.0,
reflex-31,Submitted,2,1235,1235,0.0,
reflex-30,Submitted,4,5232,5232,0.0,
reflex-32,Submitted,6,4524,4524,0.0,
reflex-35,Submitted,1,537,537,0.0,
reflex-34,Submitted,5,4809,4809,0.0,
reflex-37,Submitted,3,2217,2217,0.0,
reflex-36,Submitted,8,7146,7146,0.0,
reflex-33,Submitted,14,20117,20117,0.0,
reflex-40,Submitted,16,25068,25068,0.0,
reflex-38,Submitted,15,31320,31320,0.0,
reflex-41,Submitted,7,9455,9455,0.0,
reflex-39,LimitsExceeded,30,117233,117233,0.0,
reflex-43,Submitted,4,2580,2580,0.0,
reflex-44,Submitted,6,4093,4093,0.0,
reflex-42,Submitted,10,29194,29194,0.0,
reflex-47,Submitted,3,1912,1912,0.0,
reflex-46,Submitted,10,12213,12213,0.0,
requests-1,Submitted,1,541,541,0.0,
requests-2,Submitted,5,5115,5115,0.0,
requests-0,Submitted,11,13727,13727,0.0,
requests-4,Submitted,1,570,570,0.0,
requests-3,Submitted,3,2171,2171,0.0,
requests-5,Submitted,2,3326,3326,0.0,
requests-6,Submitted,3,1877,1877,0.0,
requests-8,Submitted,4,3134,3134,0.0,
requests-7,Submitted,5,4542,4542,0.0,
requests-9,Submitted,2,1805,1805,0.0,
requests-11,Submitted,2,1326,1326,0.0,
requests-10,Submitted,4,3393,3393,0.0,
requests-12,Submitted,4,3735,3735,0.0,
reflex-45,Submitted,20,62394,62394,0.0,
requests-13,Submitted,6,7696,7696,0.0,
requests-14,Submitted,2,1281,1281,0.0,
requests-15,Submitted,1,866,866,0.0,
requests-17,Submitted,4,3645,3645,0.0,
requests-18,Submitted,2,1105,1105,0.0,
requests-20,Submitted,3,1907,1907,0.0,
requests-19,Submitted,3,3009,3009,0.0,
requests-21,Submitted,3,2185,2185,0.0,
requests-23,Submitted,1,530,530,0.0,
requests-22,Submitted,6,4639,4639,0.0,
requests-25,Submitted,4,2895,2895,0.0,
requests-24,Submitted,4,3606,3606,0.0,
requests-27,Submitted,1,573,573,0.0,
requests-26,Submitted,3,3010,3010,0.0,
requests-28,Submitted,2,1058,1058,0.0,
requests-29,Submitted,2,1182,1182,0.0,
requests-30,Submitted,3,1803,1803,0.0,
requests-31,Submitted,5,3156,3156,0.0,
requests-33,Submitted,6,4568,4568,0.0,
requests-34,Submitted,2,1122,1122,0.0,
requests-35,Submitted,3,1816,1816,0.0,
requests-36,Submitted,8,9064,9064,0.0,
requests-37,OSError,7,9985,9985,0.0,
requests-38,Submitted,3,2358,2358,0.0,
requests-32,LimitsExceeded,30,74695,74695,0.0,
requests-39,Submitted,5,5006,5006,0.0,
requests-40,Submitted,6,4639,4639,0.0,
requests-41,Submitted,3,4332,4332,0.0,
requests-42,Submitted,5,3499,3499,0.0,
requests-43,Submitted,3,2425,2425,0.0,
requests-45,Submitted,1,524,524,0.0,
requests-46,Submitted,1,531,531,0.0,
requests-44,Submitted,6,4649,4649,0.0,
requests-47,Submitted,4,3156,3156,0.0,
scikit-learn-0,Submitted,12,12723,12723,0.0,
scikit-learn-2,Submitted,3,2156,2156,0.0,
scikit-learn-3,Submitted,3,2086,2086,0.0,
scikit-learn-1,Submitted,16,23207,23207,0.0,
scikit-learn-5,Submitted,8,7034,7034,0.0,
scikit-learn-4,Submitted,4,3825,3825,0.0,
scikit-learn-7,Submitted,2,1376,1376,0.0,
scikit-learn-8,Submitted,2,1411,1411,0.0,
scikit-learn-9,Submitted,3,2743,2743,0.0,
scikit-learn-6,Submitted,18,28641,28641,0.0,
scikit-learn-10,Submitted,8,12517,12517,0.0,
scikit-learn-12,Submitted,1,526,526,0.0,
scikit-learn-11,Submitted,4,2649,2649,0.0,
scikit-learn-13,Submitted,6,4731,4731,0.0,
scikit-learn-14,Submitted,6,4423,4423,0.0,
scikit-learn-15,Submitted,3,1822,1822,0.0,
scikit-learn-16,Submitted,3,2307,2307,0.0,
scikit-learn-17,Submitted,4,2947,2947,0.0,
scikit-learn-19,Submitted,3,2244,2244,0.0,
scikit-learn-20,Submitted,3,2481,2481,0.0,
scikit-learn-21,Submitted,3,2505,2505,0.0,
scikit-learn-22,Submitted,2,1212,1212,0.0,
scikit-learn-18,Submitted,18,78040,78040,0.0,
scikit-learn-23,Submitted,9,12552,12552,0.0,
scikit-learn-25,Submitted,7,6018,6018,0.0,
requests-16,Submitted,3,2834,2834,0.0,
scikit-learn-26,Submitted,5,4072,4072,0.0,
scikit-learn-27,Submitted,2,1082,1082,0.0,
scikit-learn-24,Submitted,24,49268,49268,0.0,
scikit-learn-29,Submitted,6,4654,4654,0.0,
scikit-learn-28,Submitted,7,7358,7358,0.0,
scikit-learn-30,Submitted,4,2580,2580,0.0,
scikit-learn-32,Submitted,8,7254,7254,0.0,
scikit-learn-34,Submitted,3,2166,2166,0.0,
scikit-learn-35,Submitted,5,3569,3569,0.0,
scikit-learn-36,Submitted,2,1641,1641,0.0,
scikit-learn-33,Submitted,16,37309,37309,0.0,
scikit-learn-37,Submitted,9,9445,9445,0.0,
scikit-learn-38,Submitted,6,10548,10548,0.0,
scikit-learn-40,Submitted,4,7718,7718,0.0,
scikit-learn-39,Submitted,6,5843,5843,0.0,
scikit-learn-41,Submitted,3,1918,1918,0.0,
scikit-learn-42,Submitted,2,1186,1186,0.0,
scikit-learn-44,Submitted,1,554,554,0.0,
scikit-learn-43,Submitted,9,9372,9372,0.0,
scikit-learn-45,Submitted,6,6713,6713,0.0,
scikit-learn-46,Submitted,6,6231,6231,0.0,
scikit-learn-47,Submitted,3,2233,2233,0.0,
sphinx-1,Submitted,3,4704,4704,0.0,
sphinx-2,Submitted,5,3998,3998,0.0,
sphinx-0,Submitted,9,11481,11481,0.0,
sphinx-3,Submitted,1,549,549,0.0,
sphinx-5,Submitted,3,2128,2128,0.0,
sphinx-4,Submitted,5,4332,4332,0.0,
sphinx-6,Submitted,2,1130,1130,0.0,
sphinx-7,Submitted,3,1795,1795,0.0,
sphinx-8,Submitted,2,1579,1579,0.0,
sphinx-9,Submitted,4,2897,2897,0.0,
sphinx-10,Submitted,2,2299,2299,0.0,
sphinx-12,Submitted,1,579,579,0.0,
sphinx-13,Submitted,1,527,527,0.0,
sphinx-14,Submitted,1,536,536,0.0,
sphinx-15,Submitted,1,574,574,0.0,
sphinx-16,Submitted,7,8272,8272,0.0,
sphinx-17,Submitted,1,554,554,0.0,
sphinx-11,Submitted,13,22454,22454,0.0,
sphinx-18,Submitted,5,3417,3417,0.0,
sphinx-19,Submitted,4,2944,2944,0.0,
sphinx-21,Submitted,2,1359,1359,0.0,
sphinx-20,Submitted,7,7302,7302,0.0,
sphinx-22,Submitted,8,11560,11560,0.0,
sphinx-23,Submitted,6,5946,5946,0.0,
sphinx-24,Submitted,2,4041,4041,0.0,
sphinx-25,Submitted,3,2333,2333,0.0,
sphinx-26,Submitted,6,4694,4694,0.0,
sphinx-28,Submitted,5,6877,6877,0.0,
sphinx-27,Submitted,4,3984,3984,0.0,
sphinx-29,Submitted,2,1155,1155,0.0,
sphinx-30,Submitted,2,1236,1236,0.0,
sphinx-31,Submitted,2,1244,1244,0.0,
sphinx-32,Submitted,2,1122,1122,0.0,
sphinx-33,Submitted,2,1381,1381,0.0,
sphinx-35,Submitted,4,2777,2777,0.0,
sphinx-36,Submitted,2,1270,1270,0.0,
sphinx-37,Submitted,11,9931,9931,0.0,
sphinx-34,Submitted,19,29421,29421,0.0,
sphinx-39,Submitted,3,4207,4207,0.0,
sphinx-38,Submitted,4,6155,6155,0.0,
sphinx-41,Submitted,5,4744,4744,0.0,
sphinx-40,Submitted,6,7070,7070,0.0,
sphinx-42,Submitted,2,1232,1232,0.0,
sphinx-43,Submitted,2,1190,1190,0.0,
astropy-9,Timeout,4,2647,33682,0.0,
sphinx-44,Submitted,25,112754,112754,0.0,
sphinx-45,LimitsExceeded,30,119642,119642,0.0,
sphinx-46,OSError,7,28238,28238,0.0,
sqlfluff-0,Submitted,4,8933,8933,0.0,
sqlfluff-1,Submitted,5,3839,3839,0.0,
sqlfluff-2,Submitted,3,8176,8176,0.0,
sqlfluff-3,Submitted,3,2030,2030,0.0,
sqlfluff-4,Submitted,4,2564,2564,0.0,
sqlfluff-6,Submitted,2,1330,1330,0.0,
sqlfluff-5,Submitted,3,4495,4495,0.0,
sqlfluff-8,Submitted,2,1106,1106,0.0,
sqlfluff-7,Submitted,2,1294,1294,0.0,
sqlfluff-9,Submitted,2,1532,1532,0.0,
sqlfluff-10,Submitted,2,2817,2817,0.0,
sqlfluff-11,Submitted,2,1211,1211,0.0,
sqlfluff-12,Submitted,5,4677,4677,0.0,
sphinx-47,LimitsExceeded,30,99843,99843,0.0,
sqlfluff-14,Submitted,5,11019,11019,0.0,
sqlfluff-16,Submitted,3,1896,1896,0.0,
sqlfluff-15,Submitted,5,3575,3575,0.0,
sqlfluff-17,Submitted,2,1160,1160,0.0,
sqlfluff-19,Submitted,4,2803,2803,0.0,
sqlfluff-20,Submitted,1,544,544,0.0,
sqlfluff-18,Submitted,7,8604,8604,0.0,
sqlfluff-21,Submitted,3,2152,2152,0.0,
sqlfluff-22,Submitted,6,5916,5916,0.0,
sqlfluff-24,Submitted,1,569,569,0.0,
sqlfluff-23,Submitted,6,8397,8397,0.0,
sqlfluff-25,Submitted,3,7473,7473,0.0,
sqlfluff-26,Submitted,2,1122,1122,0.0,
sqlfluff-28,Submitted,2,1111,1111,0.0,
sqlfluff-27,Submitted,4,5664,5664,0.0,
sqlfluff-29,Submitted,3,1886,1886,0.0,
sqlfluff-30,Submitted,2,1283,1283,0.0,
sqlfluff-32,Submitted,8,6797,6797,0.0,
sqlfluff-31,Submitted,13,22143,22143,0.0,
sqlfluff-34,Submitted,3,1778,1778,0.0,
sqlfluff-33,Submitted,10,9874,9874,0.0,
sqlfluff-35,Submitted,3,1928,1928,0.0,
sqlfluff-36,Submitted,4,2919,2919,0.0,
sqlfluff-38,Submitted,4,3018,3018,0.0,
sqlfluff-37,Submitted,8,8177,8177,0.0,
sqlfluff-40,Submitted,1,557,557,0.0,
sqlfluff-39,Submitted,8,17885,17885,0.0,
sqlfluff-42,Submitted,2,1242,1242,0.0,
sqlfluff-41,Submitted,8,8856,8856,0.0,
sqlfluff-43,Submitted,7,8842,8842,0.0,
sqlfluff-44,Submitted,5,4110,4110,0.0,
sqlfluff-45,Submitted,9,8934,8934,0.0,
sqlfluff-47,Submitted,4,2853,2853,0.0,
